dni,sueldo_hora,cci,numero_celular,horas_semanales_trabajo,esta_activo
44026581,40.8,11427058801977681019,897875217,56,True
21966744,3.5,69872002179978071310,219344322,31,True
93831360,69.3,99254124720516334190,362308347,27,True
38933416,46.5,67526824066415907500,950357267,54,True
81689841,35.1,65584955342828148398,823750118,30,True
46104902,38.3,46801526108572826905,597791700,41,True
78034957,27.4,95624605428209604643,557253714,18,True
45747295,91.0,45569327315299525808,715467909,49,True
57294729,92.4,23822983375380739401,245820341,32,True
58035953,98.6,98967761489288183723,438160469,52,True
41508232,80.0,43338896798247077780,888852340,51,True
21576883,68.4,12810143280082053440,773787210,15,True
58813598,61.8,75226845222544730791,775862402,40,True
15757912,28.3,98009285687186155786,312479556,36,True
93655987,71.8,92044416715127392529,918319896,42,True
65412499,4.0,09679665051112503545,747726897,34,True
79499306,23.8,63131604182925517830,375688370,8,True
28310351,13.1,30863197511534992568,613876186,4,True
90400628,46.7,37539535433574954980,328705311,2,True
39842697,26.9,55437717733745619716,898476014,27,True
53851408,66.2,72891297638259339032,619986206,18,True
81165308,64.9,42398033347677159376,976413438,34,True
82019915,68.3,87821243759335778307,690214379,44,True
21262408,79.5,37254068094542188647,336762362,46,True
33208691,72.3,48052200748499714001,536042884,24,True
41857264,54.5,90921669240781575518,350562807,55,True
21449742,67.8,19260793820377477191,296114151,45,True
83823974,5.8,80522179424641348683,957943002,42,True
26249126,62.4,75146019454475294973,924127749,46,True
13323793,49.0,17252545031521720171,743828086,40,True
91888684,83.8,96936207047629494410,765190336,23,True
44346671,7.8,75004892897987032843,851932581,60,True
82818735,64.2,88343455319743213720,835655993,47,True
90368778,65.8,85034062246456462641,617552391,5,True
13365787,64.5,78410877628646298611,710674417,33,True
45268201,83.9,52878701559490191746,380275853,20,True
60348634,43.2,52608087821983913816,973087935,50,True
53198642,33.5,10313682601288358890,594321652,35,True
25081358,83.2,15099115514992001342,473089019,32,True
40757408,56.5,17301136943147592220,219109930,44,True
62592783,21.6,22018867313670181214,361248165,29,True
87394111,21.3,24585183673160361089,859508314,56,True
48707850,7.7,65358144342580888091,716942650,41,True
78463626,30.4,65763055691210144356,659235655,13,True
42492866,61.6,84451383203127978593,212210788,29,True
60772387,75.1,80217441905418506467,595335153,39,True
83244343,32.5,47418213054676879922,582958605,8,True
59555957,48.0,47815674343912108689,276210145,22,True
63667599,14.4,96440670206358377218,224588141,18,True
11563794,87.0,53309671911591457301,323784922,5,True
85650023,94.5,76185985464595829367,417482882,9,True
39631652,72.9,74562808166588878452,961608898,7,True
45252389,66.7,01201804708555557350,780572710,4,True
45181202,84.3,84123904092900686509,831804082,29,True
34740163,62.5,30049631725394320167,438144352,10,True
67349081,38.2,48147321106342417703,265609422,57,True
22571501,97.9,89778360776762379918,320226806,6,True
88020829,68.9,95467753845599151529,914729443,37,True
11993288,13.2,96508185513331147637,227729116,40,True
21385923,50.4,26987706696459744278,484021534,14,True
76783498,73.3,81274942809889979770,917291824,25,True
12792686,39.5,67805921680403571167,797537195,15,True
42764688,5.9,76989828173615542539,894967802,24,True
74613647,72.1,73873158617370904328,880690773,38,True
85475349,44.5,39284494998712947306,876265563,36,True
64503508,7.4,38303055302653293340,986309426,44,True
47352013,59.2,58624637348780156916,435533983,41,True
56756826,21.1,04250723898525501547,780952081,6,True
42562174,45.3,93096277571499586203,752644318,36,True
86375267,46.6,27003006388510903636,269705436,26,True
66050888,22.9,54079495936720492968,778118337,26,True
93682638,21.2,36353666581105097992,421791444,44,True
34958861,5.3,71192285614764918116,789248764,3,True
66170939,13.3,09482424844080922201,464283895,41,True
36798518,19.5,65099636845511063654,375943246,26,True
34717507,67.2,07201113512126911025,841073459,44,True
58338380,57.8,35621359722161028149,678467572,47,True
34950105,0.1,01467719225811433024,770015346,46,True
19993732,23.4,56838900519757513824,635442653,10,True
36718160,43.0,38961005896218357981,736185386,59,True
79136774,99.7,47340228776918019307,270969280,14,True
61057638,35.1,23118692210536748905,960312346,4,True
16603351,56.7,41562360809883985692,529875054,4,True
96205463,67.3,58393912535875141259,456941795,23,True
94339251,19.2,72586577119775558174,454598210,1,True
90556080,62.4,93724434027625685709,217025384,36,True
48266413,13.4,83905007607256526538,834103927,7,True
32429056,50.4,64204022034941116206,892244226,38,True
82108594,24.8,28998121721209528573,558091779,56,True
97466274,37.3,80670228847416731299,628553819,36,True
42108925,24.4,22695699292697595261,725664700,49,True
37163864,18.4,56021301936632874565,982474982,52,True
82382457,68.5,91464096569141587478,655964649,5,True
53512028,62.6,88095475000925039446,859132321,23,True
28440205,83.7,29259494002085091961,996588406,3,True
33159185,41.6,94414969647614729481,555080286,29,True
71027030,23.8,63220984992885456538,887036372,55,True
42423274,22.4,73630699693126513966,821709346,3,True
69848884,46.2,48460257100024927412,630650253,11,True
44195906,48.2,71362961118324458275,775966718,45,True
28934181,89.6,94550736619811575177,865430032,50,True
70687881,66.9,46323692286670619874,811780145,25,True
61419541,10.2,12774808794688636449,220905763,39,True
85070400,12.5,76064197654451822821,416124303,26,True
12949156,75.2,79786899963409493528,246276334,47,True
14490409,4.1,72370216893034238870,936758393,52,True
87499069,88.1,09534221507077542018,921959325,52,True
61102167,93.7,32430797940057401683,358091371,16,True
26670470,52.6,11695797636257404766,297494843,45,True
45029782,93.1,84841048800413099354,398624894,48,True
34869249,90.7,78249186468263406641,530494078,56,True
97920886,43.8,04731472585875862167,868326508,35,True
67730949,37.6,81664167754113082496,824424983,31,True
91121413,57.7,19788355400443482754,824448522,49,True
36402495,9.4,96767882618402617450,518375134,22,True
97147465,42.0,55735341633725124811,783107614,39,True
11324927,22.1,99584247060857543317,999162599,47,True
53059372,80.3,53768839522080415322,337353714,26,True
86798205,38.6,25314467205776949689,516432698,13,True
63164527,68.3,37522799203175105728,768683965,48,True
33843404,32.9,95616334561821427236,733850254,36,True
90305765,99.5,73524295895001208239,715579803,50,True
87264039,71.6,11483801941215373521,969002418,2,True
76429634,96.0,26450687400526748705,472990217,24,True
97873550,71.6,78158649586149561284,269570606,35,True
92958450,52.5,47823013344418841927,887540310,10,True
71131186,85.6,41498087873798321533,286221262,5,True
25244576,13.1,44250478458881877276,561562320,33,True
16951996,16.5,10678991348258024777,376153292,19,True
10288538,71.6,56669461406015132978,758313734,55,True
20321522,18.8,60992251842194354106,833093244,42,True
22926998,3.1,00949603128254600992,890611815,37,True
39801901,98.9,94125104944238258421,327634824,50,True
52718984,69.6,94191985380531933166,673695120,8,True
37236887,32.3,31582221674705766504,235080230,50,True
21216678,91.0,00381171263311970665,558756035,26,True
89209102,10.5,38547034953559077180,377049016,46,True
68947510,32.2,52230571519053290124,554447704,2,True
50254963,15.8,66886209814961899585,836470095,48,True
95031618,9.4,83695939235055778454,843114559,19,True
68284645,36.0,17338895752466914419,896655111,37,True
44672664,87.6,35657632768955840255,391167014,53,True
92822693,2.5,40554570543434595863,859762295,7,True
56990884,17.8,85633293716445014279,912381671,3,True
49706310,5.6,99339520046804944025,641004322,28,True
31097949,42.3,94922158621902817732,890190137,13,True
89733729,75.9,12382881418071865028,759809347,38,True
54953575,2.9,37656191216718416785,235583311,56,True
93041675,55.2,84810943690645642024,774069575,8,True
23069037,14.4,93592285714661811877,851905895,5,True
29274763,50.0,01190302259048839312,549067913,36,True
34552657,31.3,18393041166954909511,923177625,13,True
55125502,4.2,78887147275813910186,858789849,16,True
56001779,75.9,13812423819858476735,493215002,36,True
63553374,10.0,45409675943391609931,710301659,43,True
19650683,40.4,16030520466551194257,923020669,14,True
16153454,33.0,75864995541036821000,464535029,59,True
36200648,69.9,71387710872465405012,831924741,29,True
63156399,87.2,85393264631794767907,668989039,51,True
91323303,99.2,89520636333157894106,589498776,46,True
40488695,45.8,76548696476711872380,950309031,23,True
84953705,53.9,20895054676673390494,598299083,26,True
14639784,44.2,74874199086532304463,436223456,32,True
37350174,43.9,99824235391930284442,233830409,24,True
48966822,78.7,43979761267501142404,857236854,53,True
60372314,37.4,92521305186773776719,867360727,19,True
58579311,37.1,84283152096406406285,520937750,40,True
10386826,32.4,03757622961943502498,265800039,35,True
47035370,10.5,27384815190657304878,774247175,20,True
88446724,11.1,74872271725045773341,978588557,8,True
24156947,1.7,43413497605674076183,670896018,32,True
22434219,24.7,23342352812786973837,934329939,41,True
39367521,23.8,91231687104792009730,887184070,23,True
39835045,9.1,86448658744783564066,220325791,47,True
77646148,59.9,40478153997988898312,279703252,2,True
82282604,80.5,42053056938129141820,342598087,48,True
59211248,75.5,90413432720120136604,954487864,35,True
78780276,17.2,32602702087165900118,330258837,44,True
49854654,95.2,76646061220225765113,731316432,42,True
63003920,27.3,02311548760414360981,518030270,10,True
34888578,49.5,97706102630895136732,486570373,59,True
97128185,86.8,73208424991122275942,283658455,2,True
66328538,63.3,25488887399409520764,355907898,9,True
68575745,2.9,10137531175083778132,792717018,31,True
19074167,96.6,15051236921002595499,714065654,12,True
60931402,59.6,17875888453714594757,386722741,35,True
37503420,67.0,98413975795422209603,710079124,33,True
74356547,96.7,61450831815089599137,955962472,6,True
25085606,76.8,40011203111313235791,536062080,46,True
66216124,24.2,66771885394058604694,235299919,50,True
32569139,0.5,85363764051848928913,878895064,10,True
30565896,82.7,29113668602664354089,625660063,45,True
29570245,6.2,20307830081964274409,967204139,33,True
92003693,69.1,07724779490731289109,690044179,31,True
27140628,21.1,00726835376523206202,771918307,20,True
26362316,17.9,53464970105135285953,487899522,24,True
52562797,91.3,88632672980272424020,935525411,33,True
55866704,20.4,52839755283591507782,735480805,16,True
25467320,57.1,34685932092035769497,993691203,44,True
14433651,93.0,64885911767944095806,643726699,44,True
28716626,60.5,18872413462747506852,356240227,46,True
87085811,7.1,84624602959201549119,682624407,26,True
41023778,67.0,70700950306596130020,919881417,1,True
79851852,45.5,60376226271327102168,726662856,59,True
82602777,50.0,06371186542677861030,246083582,34,True
17612982,16.3,91356092075120220018,921711579,48,True
89165046,89.8,53265187525903726844,224135093,6,True
81182053,74.5,22664740140434675088,591302538,6,True
88066671,39.2,28631342608699052447,565888728,10,True
31401222,71.3,35100253873115055418,316087446,9,True
41641086,62.1,22960546173521179949,759393404,4,True
21139747,50.7,22398173825642772425,474547483,35,True
87689108,1.0,49408021256019888877,678615313,2,True
88077015,85.6,18213377700502000434,360200044,55,True
73458816,42.6,62629177558925621782,361805594,20,True
56279330,56.3,57881114249284887961,664592925,28,True
96542957,5.2,07339878627353503307,589334997,9,True
91032242,39.5,56351159472689628965,690234192,31,True
43016630,86.4,82826056237579109398,688953878,34,True
28406283,14.8,95044370085418152013,770201232,10,True
15699112,41.1,18224129686255357224,842276099,53,True
68051062,91.9,27292825827980860625,475565795,18,True
44887249,88.9,10253079812885749111,719817986,22,True
42909325,46.1,43178701420881365888,410519904,56,True
24739643,58.0,88466772228784852492,763066402,19,True
18329348,95.8,51849131835026275402,288376706,16,True
93635790,55.9,43752748527213657552,564861328,16,True
63801129,51.2,07891269985449405872,737322677,16,True
71467125,38.5,06237095678902509217,520474094,30,True
42708323,77.9,32698456588754459299,916143828,4,True
35631592,75.0,95763478027815772801,314464199,14,True
32514440,30.8,27296780211750491755,617680058,45,True
16804250,85.7,79854069273998534854,842694749,35,True
67086939,70.1,70880647962541740438,456085826,18,True
97433783,20.8,23942410466077155217,317266097,31,True
69743818,1.0,81743583685430079744,752126572,50,True
76442377,86.7,78968858578782510705,916245848,7,True
48824931,86.2,03921207246362351498,968218283,40,True
11477615,0.5,68473445843638709143,612106387,37,True
88917259,75.5,22463147396072706931,683558941,37,True
66211846,47.4,92410614914764441977,454909099,47,True
18804640,13.1,08613126973943164985,246247902,2,True
11645486,46.2,44083867929598136710,850277437,41,True
65042936,50.5,40551841880004663195,258709842,42,True
13289381,53.3,15032679777557983736,444378122,51,True
59169340,9.8,75645204700791445581,817189849,46,True
38254689,32.2,40983476433461714517,860573098,37,True
39479839,50.1,75138751723379059567,990646210,37,True
79286938,90.1,20232093523188020378,493795890,57,True
65604347,58.8,09958995415372244631,339442501,33,True
14951987,36.3,91321124781999899097,358646700,49,True
55759840,75.4,72577270223890332688,588178910,28,True
81156545,22.5,19690372458614720835,217528280,24,True
38917529,18.9,91595531809350804749,236975971,2,True
96952044,67.9,79732135283817002836,791256878,33,True
31629348,96.3,60653627095944338841,934275769,2,True
55317827,3.6,80956101538739686470,695847187,38,True
28704565,88.8,66157806691077499988,933924750,24,True
73049904,25.2,40118677167407121849,828174133,19,True
27679547,66.9,14995228866373414143,763196047,58,True
59557515,10.7,91561228711120596186,511105524,41,True
13820263,70.4,10491679151906632797,787326537,1,True
86684427,18.2,99489156113171868083,249392352,53,True
41196636,72.5,05930369853028022031,515759152,26,True
41038942,2.0,67884320990579841227,496887039,10,True
14071848,60.0,77501166191888211656,677704985,22,True
35810731,74.9,02586594205900394774,328132530,39,True
13036096,30.9,04127128274731994707,924733567,34,True
94805421,11.7,69005141916910513086,353617703,19,True
31958130,2.7,99632088900775563505,713634257,20,True
45786144,36.0,42477016392148906560,479209241,7,True
43469732,69.5,23718270673020364719,912794617,53,True
25986190,72.4,00128793857660327388,218967914,45,True
70621272,73.4,28016819097160436990,418660386,13,True
75645629,58.3,20700110878157139015,864687708,17,True
37299113,1.4,14969197881876052355,339565563,4,True
56314022,98.1,51139192371167252000,714410115,54,True
73545563,93.9,43642085618040062332,852356488,55,True
59514391,40.1,48773843892743682552,263423080,22,True
52079755,26.3,91837826800941013883,898289447,37,True
12414940,74.4,67390226958440483656,658021412,20,True
13629939,66.5,07170948590790502185,622407309,9,True
47161721,0.7,26249720297015230312,644976140,44,True
80832882,3.5,71753949354941701712,457555734,26,True
99384748,68.2,23671665640088249485,829463954,30,True
81618198,86.5,61474052430837244712,394071000,13,True
55977593,6.3,10605305449092063426,885377449,2,True
92815045,77.6,16677992251481708154,441855960,19,True
80703348,28.3,11202663825046276645,916324496,7,True
36484204,20.4,19161145706623018237,437993937,6,True
39864461,16.9,15405744379035537430,389237813,51,True
90399613,74.3,81183659355621403086,382796101,11,True
61692180,0.5,92928122003898913727,743128525,15,True
27551961,62.3,20081870789140783979,547549429,20,True
20524987,34.1,63514351826756992937,826995277,2,True
66163001,82.3,26970021430536884893,942344980,19,True
23750739,94.0,13851365984525550153,459108380,40,True
93779209,26.2,52412416814041444745,236009786,60,True
88476987,38.2,77170736481715751838,926501978,59,True
73519153,25.9,60070514031327074119,865003049,2,True
83564330,47.0,88171423749262687879,828114493,7,True
85059289,9.5,05588157368395746668,533978469,41,True
48158442,93.5,41048970832460490699,795426683,34,True
39503497,0.6,91069192691425116120,426451059,19,True
15272682,45.8,56552927048505608892,866268495,12,True
18093495,87.7,94680345156852226910,977447083,52,True
32686509,90.6,24921420984785600282,419498294,12,True
25955771,83.2,39928692356305836182,965582335,54,True
80724726,23.5,07568463789343895509,770081004,28,True
34798064,5.7,49361684315660539881,470422685,30,True
65542337,28.1,61481403963748732121,640388553,8,True
93589205,28.1,76509229990698785495,333850572,9,True
91093396,54.6,33972624727262953623,211408320,38,True
46476715,32.5,20186647429904320394,624108132,7,True
53144822,99.2,40609722180598434892,548396456,30,True
28024184,4.1,14475286015744904371,974875100,7,True
46719444,69.9,06980956064812666884,671189788,45,True
94315931,42.4,19433895345729666176,588612473,4,True
13990661,40.0,91287658619653656891,696318844,41,True
38397722,56.8,75757167321061020885,351491945,18,True
27004000,20.5,29786752354072986466,426685193,34,True
31285778,34.8,02014738038674106320,968549679,52,True
99597291,33.2,34415710841828547040,689752321,45,True
55292078,22.9,49185314141479556666,347912605,39,True
82263857,6.9,05965833367267776552,257423940,4,True
24266924,11.4,76349213573067629533,284632794,54,True
45149763,59.4,99430207312584877580,433961355,59,True
75170927,76.1,69843347087535912190,365523897,5,True
