profesor_dni,sede_id
53498702,195
61484685,1804
97776969,1454
28616694,616
36861296,1786
41715076,1695
69045201,1130
11008886,1042
47611897,1365
11026312,376
63177627,1414
50031799,1254
98184416,696
99404908,250
54678568,1925
75756661,1064
95768098,516
79008588,571
43086373,187
67742805,1421
20409218,1503
36973775,296
26378285,613
98999463,227
52050206,196
86051256,1408
83721524,444
13901757,753
44853940,541
11542733,281
36575174,317
67786348,742
96357497,1843
13863199,469
53611246,565
75117263,1953
86434212,1223
79141513,1713
75805831,1563
99424724,797
79342519,1920
32316772,1787
60272067,727
43799284,968
23466635,1851
63310892,286
21537392,223
88669450,1063
33791053,52
91938861,581
88694573,1965
42764329,1243
31897198,232
90441000,1632
35272248,622
31118448,197
49896704,1608
49691142,366
96759354,1778
77252764,1626
37392971,987
35865756,1159
90712551,108
68962487,737
97988663,1836
68677009,424
58845011,18
16681541,1450
49957048,1618
50696465,295
15814866,663
63795493,1321
67132127,798
60501033,344
90868873,534
96165559,329
60364400,1585
20710774,312
46002133,1430
70574826,959
51076223,1833
57245461,865
76620068,708
48528270,1308
77366512,1360
88423278,32
39815507,140
27819652,1784
57527700,809
46998692,1890
28063836,1550
83707854,1379
69026983,1541
93000683,1815
17005176,504
15075775,1298
92753231,1824
95595128,627
53229784,1942
87780994,397
32542880,1225
72211950,1918
42688125,1468
93697087,68
10883660,1904
13598881,1049
63109302,1267
13912292,1695
87483328,108
33622624,90
84893147,775
92247028,1668
15812071,550
27269042,885
43339602,1920
21520011,1046
43878481,1858
20963616,1873
16833597,951
81773264,136
64570675,1070
90474365,1557
74145043,463
77875054,1852
53799756,790
63340297,831
57112764,218
42361291,1859
85753411,176
78161383,1973
59677265,1021
98241904,904
62256064,965
65336192,785
56362452,1595
62920843,856
32260295,1034
10585249,1638
58769056,997
24773994,1193
96407393,145
75696234,1030
77871537,234
93969206,650
80652975,1688
28179279,105
93591255,38
62474370,1450
14029336,269
73621305,1896
42833070,278
28199945,116
55425580,475
81902366,367
85340135,1814
82706297,1044
40583036,1663
51167373,463
43495223,827
59039507,1603
61027131,1369
83990365,1107
21975523,1770
73100142,1602
30529594,473
83330486,747
92596985,1330
43348412,1058
19085000,1919
30384501,724
37298616,1979
18830910,707
79218650,364
19693259,618
62697863,890
88223527,723
27696918,1860
96838260,1953
39375373,1207
49612655,981
47779299,1032
72820637,281
57603728,150
88302307,1591
39056638,624
91924539,1880
34746578,1856
14678359,1822
48263451,1503
28425078,853
48161400,1490
19131665,27
70838835,1068
67742805,258
91294051,1285
52075869,816
62192088,135
48595726,438
88743024,1654
74279230,23
29502386,331
75257190,617
75483423,701
96682414,770
74595856,687
18970225,670
17158101,1688
93520362,536
61673265,292
81284359,343
33028274,1620
59830986,1911
16864619,1006
24482946,912
37406127,485
11767658,1545
37891048,1887
82506443,599
12163590,1532
42764329,1495
32300324,283
22747537,1534
20600264,424
16331283,1137
22238232,1588
25774500,991
86694243,260
79292119,615
78884466,407
69747384,1618
79935817,1466
32447632,1288
15375597,482
64282166,1577
82409634,662
33910103,225
42006197,1012
65665772,741
31138154,18
98359721,1061
47946418,1956
28948348,441
77971125,1134
89219930,1274
48932997,173
44426674,675
93455133,892
93006291,544
19127048,843
65786015,885
25642938,703
53423613,952
21567192,425
10026990,513
88804538,1000
49083065,1639
54601997,1762
72422930,868
65902283,1012
72066770,512
26076504,879
44898462,1962
60450512,1560
79981452,1257
22123332,1682
98648469,1811
99145942,508
41770020,550
97966307,354
57200470,822
94506164,1219
86012548,1704
79717079,1547
83825453,1706
99580490,1444
37680985,1865
40852968,628
43840086,1476
26292944,132
54366141,51
23566027,750
73057721,1135
51654931,118
68993428,242
24374801,1893
91668632,101
75299336,1778
13228473,1124
23256758,546
89826506,1466
64979454,1104
64456226,1891
36260139,346
83222259,1173
45617782,455
86843114,551
44902801,401
67684592,281
97237238,890
31138154,950
17918950,169
86891978,283
38411157,774
39488437,695
47039229,1723
97682776,545
91487869,1426
78932819,447
96126708,1780
61764042,1079
71523576,1177
58075273,129
68329172,1483
34860898,52
28184599,1160
75693450,1373
34890120,904
57693679,154
85394247,40
79218650,1336
99194866,135
17340819,556
42156011,1293
46335145,615
70375005,1156
68656095,304
51874252,1150
92247028,896
14884326,1787
37033868,831
34382779,1873
28373222,1499
59732572,1630
46463115,305
49836799,439
46800397,1934
53773414,78
57097234,19
15641869,516
69226678,383
10143260,913
45128442,155
85605467,812
26241381,1722
22645962,1501
56602766,371
19505018,1961
70978660,1549
71917319,553
98390097,1109
26481684,1314
50785895,312
43912934,912
78202357,485
71760334,1555
89784028,204
28593663,1946
90862865,23
50320985,1865
44298169,1437
21725313,581
60541916,447
87699238,371
43740062,1332
97214533,1449
83114042,635
84745045,453
75958422,1668
72729269,1426
26955282,1351
80611449,1623
12489557,1494
51421825,1510
24040073,1652
40031956,1587
79373168,718
53526736,472
60225139,1238
68939043,530
69282674,1790
88513790,746
58082661,1835
37394975,608
36916396,1992
26480275,843
44957376,361
91922459,1912
56037441,225
40654580,1008
68970865,1998
24824366,1407
57695928,612
57698552,63
86073896,1419
47029107,1084
71153125,384
83749260,951
63235905,830
21085391,1055
28043845,635
41779610,1828
71420788,1358
85192820,876
26905221,829
43816683,1333
49152016,238
25824834,1117
21302554,1656
45806753,485
62984840,826
35360582,624
99351186,163
94097716,366
45196457,1857
51759847,494
97460461,204
87159023,1143
78152404,34
10945136,373
52177308,1204
74631057,573
45901821,1427
26277718,1876
60980858,556
94954857,1708
13512274,876
67222011,1935
60531168,1874
44600235,981
81191977,1650
58923476,786
43185931,1332
78651139,1697
84806606,420
67594928,1578
26855294,1158
59474773,1321
95019732,776
26222197,1516
70238373,1847
78207442,917
60005332,586
24020508,1350
98895838,1885
39162069,4
43362116,389
15171955,1136
84371217,1042
65227068,870
82158289,568
13316567,405
16732348,377
45181108,1919
33357205,1438
95388018,487
51916212,285
12060918,816
78664670,197
80369032,979
32038660,285
26454537,562
98734368,99
62574534,1414
52200182,732
87911046,772
66491027,1018
17791414,1039
26547990,419
80814767,424
57437410,433
31891295,1366
58815530,331
21198750,1008
89768044,1263
77685506,1252
21389233,673
43204974,519
19645473,1094
47745751,931
42858237,714
90701862,1683
88471930,1118
41530785,1274
31031006,699
96853219,140
93450997,583
86411290,1786
65789874,317
66286086,1368
96792310,1074
23332817,787
45591000,498
90834550,1797
82230544,398
14579498,1873
18362490,269
32387800,1243
80978523,305
21051244,1112
11091315,1888
46945601,659
27027480,1189
88599536,502
21442106,1560
46947636,697
53275842,1168
76959188,1912
46808408,1024
71434906,1904
96604380,1294
36903392,1247
10358868,1042
31402131,811
56993153,1324
87090495,1385
32500038,1592
71294060,1967
15454067,1598
87154333,934
78027751,1646
75367395,664
17276723,157
48573230,1966
55673724,1647
21966393,1508
70063409,115
78757439,1579
30961569,814
28224743,363
19693259,152
61871339,1931
62560732,1936
34508265,275
82126627,325
96301158,1402
98474550,949
42451215,390
85310422,434
39242410,830
32464721,407
91522544,912
57284830,419
66412501,1228
35394412,440
10622187,1380
13896987,1197
26918627,836
14086544,734
11615367,1502
73437332,1282
11274588,1932
39717981,84
66352676,728
92495108,963
94643882,1282
58980328,280
66494121,874
83333337,1530
70039284,1180
61046085,1969
93898045,611
75033794,172
17560519,70
13890431,923
68602790,441
34168398,46
75784490,1506
25387291,647
25309272,207
62153085,1641
25033944,1905
98137399,731
33690279,494
76739987,416
11295570,1859
73178265,5
81364124,1178
29248748,1685
85825794,48
63562096,1305
96696121,990
18736534,1765
41212537,90
95397768,173
39835585,666
63622282,361
37164003,512
79761841,1700
29165266,1735
75789419,826
46564470,382
51737934,420
96304300,58
11116316,438
89513089,1249
17100861,1444
13134591,274
27300410,1877
60180736,708
56774379,202
14342455,1301
49094476,1782
68447166,547
50521252,614
13887320,1622
46424009,140
68562403,1956
48661854,51
99719929,507
86538093,1189
98771625,831
72071645,519
99905234,1294
62728639,152
46418693,660
13412726,1548
34689776,1942
45509265,229
29273582,5
45193791,646
14168748,247
48525800,1648
75775209,538
82108293,1070
71683092,1265
73959043,513
72395717,142
47474499,175
53335251,1373
21115282,673
51488505,1930
65448242,447
18270977,435
92346548,1229
33787578,1630
80724174,421
57157033,1472
58931427,433
91331866,374
69435896,1344
17181109,941
37710715,458
94814364,544
91123020,1077
22122821,1071
18777898,1385
64866224,720
48118876,588
59013832,458
22060238,964
97784228,189
60581384,171
58892627,1622
59319927,772
60557513,1540
73781953,894
67164966,574
49522573,1914
38321138,1217
18298316,59
24434437,1920
89028458,342
99678834,1069
31408101,1778
84369177,424
18222396,4
17453453,883
60578961,1415
11100779,148
93533943,522
52264629,184
63869539,1392
73065260,517
34110907,1675
27065968,1217
42329638,1930
47441293,1856
68042853,1935
68295608,564
75926863,1617
70291701,57
70575934,474
48163380,880
76584367,696
84239203,1310
75794223,741
71362002,1556
19763699,1996
69290509,1926
61689655,1456
56666142,937
28043845,146
82297732,1058
87941402,334
48325962,1279
59193344,1744
41725678,1108
72456384,1500
87641329,897
61244751,84
43958888,154
66925133,291
21544242,1830
30622771,813
98631222,920
37249620,253
14872558,1453
85080455,1711
41059975,1101
72759071,1249
69902180,1552
15080217,1200
96431422,847
37796743,701
41145452,340
23351149,1572
13453846,1647
54171674,240
46639975,574
45925643,1073
60592904,1780
30084206,901
62067386,768
89075174,281
20436456,106
45856280,1581
34991220,792
34614129,1954
75858165,1101
96994094,586
15268647,627
65181089,1874
32399622,1011
92922309,1963
55979091,112
89201699,1782
32428288,842
32465203,441
73858929,1694
58082716,458
24730560,156
37460047,165
45502811,1427
85283109,1184
36436874,97
79131295,1223
70281095,1238
78735091,526
70946723,1845
73522482,1456
41950844,1183
96360930,1334
85222024,707
59760242,1663
82862064,1655
37100474,1102
89975644,660
49064329,1883
91241354,880
14019667,1315
86733475,1159
71145722,1639
22722386,1947
35994691,1861
72813370,1156
86628497,1790
56565154,189
93844266,1373
13523526,34
81444223,1634
26532222,1624
38226159,1820
75544814,691
77653734,1484
25758575,703
45577745,824
29692415,1102
11317400,1362
58280441,1408
28126550,1217
25909233,1387
91859623,1012
13752641,89
10077019,683
75569385,1200
57785697,39
20268998,399
52019131,1934
83802189,1958
49016390,1993
67969952,1074
38965719,1342
64845501,1925
41252372,493
48782559,1719
63427407,1816
25171840,1239
85553017,1870
61335640,260
78937450,1352
84097517,1735
91842169,1213
49535487,1660
19462707,1913
30090441,213
42595486,671
34074413,890
41979195,1054
63058650,1537
48091997,1937
67235807,987
49608394,455
40363556,1364
76698029,1676
25307095,884
47966414,211
48130531,736
46134351,1487
10793415,631
15605757,848
85782631,1432
98095056,524
65200691,1437
69795946,1135
22007591,714
10640200,673
78588532,422
87737096,1267
81636117,1460
10051935,758
15787483,688
99926192,327
22642484,109
89790061,1915
29998734,116
63771228,293
83167225,1598
35262031,532
66313106,1208
88335780,1086
41000752,1546
25800357,334
90682190,223
96056284,926
13945798,1866
12791032,493
28333843,47
71949248,257
84242836,1112
97430931,1443
33355910,40
18357256,45
13342875,891
48588406,566
27858772,248
48494402,834
97685701,883
38819461,36
60695047,1014
94714890,1410
42255136,1464
70146350,1349
45071530,102
18222823,1526
77663273,1444
95503683,1319
11204152,1499
26277657,1312
99822977,462
45353532,291
67716404,765
43996551,959
60979374,439
65174312,1958
73712551,544
99995205,1581
47355568,518
80245051,701
80446090,1544
56755799,1039
87549562,988
21460947,1997
52365941,910
99644744,1810
85017258,1809
67927244,1689
27654333,341
21095898,597
71321241,1245
77728660,1986
51913119,1959
25299782,1548
61066972,1425
63768039,1780
42303172,1781
53004428,1979
18572964,343
88081062,61
91760839,1575
80045372,1101
61913537,1540
28296565,738
45018705,379
77916429,494
50061903,224
53574079,1929
62689049,907
35125163,1974
18804791,11
82429031,1618
81476838,1803
14605523,1893
55506092,182
29430466,250
57349239,1665
77951178,1162
44767221,1202
75450207,1884
19934436,1513
89984499,1687
84830074,712
95198182,1930
38358943,1041
58035346,1439
30296354,1776
41264968,1783
76875534,1824
26435179,1450
94566527,1650
25058904,1263
75291050,1171
25163398,1845
94102462,82
55028622,123
33571075,395
68249491,1780
82428499,884
98511429,458
26600858,686
83226609,99
83821178,1874
88471930,360
57155584,775
16157870,0
30010199,1705
66149806,594
80102502,29
85798709,1654
90040978,1718
36807184,1922
75966902,793
57367585,1087
75466817,502
89795389,1884
82274531,85
69858254,1418
69224318,1731
16452572,143
29857212,532
55929015,245
23237188,712
50517823,89
29090416,1627
96810950,1813
75533868,1418
31476552,650
45040717,969
30947201,1291
66183050,131
76264445,154
93339960,1080
20603783,890
62006328,517
10283793,726
41089609,1744
37493450,485
24722080,749
80488330,209
20621218,187
34914532,1440
12821611,230
23751769,836
94362387,208
75240232,1354
60192168,1941
80817174,561
59909179,676
85886314,1096
56230897,1945
37870936,1123
19576181,1895
92945434,841
54178311,158
15317014,1641
48797842,1893
62870304,4
97048381,1235
61501328,331
56407532,250
76881539,626
15953264,1515
34361877,1397
53195055,1722
44198205,1365
77293725,1491
47184767,445
29681328,3
40393676,436
74011761,1095
62160425,376
55472447,1323
20447702,919
76172508,1643
65440774,771
24540427,671
14765654,873
46857326,996
40018680,1280
75682861,1303
14228094,854
24870136,1906
72719797,1136
20171894,1620
52408671,923
92273403,1246
97985784,82
29255689,859
25860732,227
32462346,1808
52072385,462
67627538,1516
84275148,1650
67249144,118
16106669,1669
49298621,521
58117446,1224
83472302,463
33135029,1000
88636026,1987
53924496,103
71301518,1165
70459067,299
69404723,1272
18724950,1718
94427263,189
46759784,42
10037137,160
71050845,1661
19587328,1185
33140847,1233
34753557,1434
89068464,498
51311293,211
80817174,608
43724865,208
22241510,1679
51713637,1142
59476654,389
11629143,1688
58698710,1678
50774919,1086
10649498,1604
33935541,1180
70653350,910
28553584,1423
72241035,607
85074820,268
29022315,70
54537871,1959
88324545,1010
71148252,700
53913316,1280
31572999,351
11302606,249
14321293,1406
58377573,33
61064415,330
61078402,1993
21703791,1419
95435783,1383
76357070,1911
78682559,1633
56311862,351
39036145,749
75054260,1303
20348359,1667
99088194,1585
21111073,1597
83673832,546
71851759,896
10512001,1400
77756746,661
81344926,53
42508585,211
43477839,799
58828102,815
22491628,1869
14830598,1682
97973084,1120
27240462,287
30055987,528
18542921,855
10226394,740
26488784,1161
89508082,823
75845179,986
42604902,1784
50055189,699
77786493,338
51649824,237
17829912,281
55527119,789
32990545,1583
16187567,478
54759258,656
53954073,1445
53184850,398
31366457,943
30183125,1913
57476390,55
12215387,1348
34452532,84
10299638,1933
42069841,1938
90952716,378
10142712,1507
88163189,1716
70497224,265
22932427,105
32692478,469
23614933,739
42123617,1961
68418519,1264
58180903,1299
82821536,1694
66320629,152
64815714,1145
60820911,156
91549424,1745
50611040,1814
75897645,955
60013213,57
60875449,1554
64743211,1989
55543777,1750
16109976,647
26204621,187
13668731,1950
89776437,618
72057114,300
33264655,1207
32577989,1643
69931187,74
29132228,1033
42501312,1450
14739182,464
74701703,698
65440774,319
23085576,591
92844287,27
97311769,1278
38722998,1669
49688998,515
19957166,1295
75202328,572
67243944,334
96516440,762
62826980,776
78079311,1226
45606120,1932
20623350,1505
23671385,1400
58685531,1149
17107544,894
98744261,1931
87193477,583
15141569,1557
56700853,224
74580626,873
47474647,1909
28722875,328
86465852,928
61046085,1947
39612270,913
36867346,1428
24957712,1463
24975583,1335
90707907,1211
27254162,1085
67325970,189
48029860,1518
30072183,398
25362608,1810
99200447,1570
97253612,558
93098404,1610
99743579,1723
54040676,404
47275502,359
61483946,82
31765186,1398
53107873,11
58102420,1296
25732649,86
57473925,1768
72079149,205
70927976,1415
68074157,688
47048200,1026
15652626,12
19738399,541
72262315,468
63864587,688
36859201,119
32514389,1511
20605291,1189
91413709,432
93975088,1911
97333945,1567
55619453,1581
44978461,75
18217992,1662
71151005,1990
37827516,632
73512259,267
20360425,803
64955707,35
87728108,471
71293407,1718
80384553,705
11885154,369
52468382,1769
87728572,1939
65429943,1193
41146639,1954
26472545,1897
25817382,1057
77436895,9
85863140,1682
13294584,621
80600697,1723
71134123,707
51302311,65
58898168,1400
20188195,157
58507330,957
73224127,1812
94859537,1603
62193548,940
64640543,354
48627599,383
82015674,1904
93352891,1733
54206288,383
31314176,1696
52446503,1104
33197219,291
39301048,1129
57192767,627
54718945,1460
92025721,67
93514589,1241
83193023,343
95682987,1619
75242040,186
46797409,1323
31813589,1802
28936582,531
88168117,1296
13846224,1949
67644219,486
71729161,571
27124414,913
28156574,454
15977809,232
30157493,1633
25088286,1453
90164569,135
50731256,1343
76389880,241
89859912,861
95508749,1491
94594222,1185
82638247,1814
10331502,1912
54778626,462
47942732,471
39146415,432
34658802,1085
29005094,138
73457724,1672
18717063,205
81069756,5
21579664,960
32447041,476
46622561,1731
45528723,275
54418278,354
20983016,184
40852968,381
58612755,891
66997017,1668
64020007,1212
58361764,1646
90735653,1001
67987321,831
93790379,1997
48924545,270
87479029,1098
97414938,1495
54141897,1048
64064532,1875
58356550,1478
29788239,1718
54418341,807
49042114,849
49377455,173
19129141,902
13716102,1531
66708951,1219
16250866,1284
93819220,448
36815823,1561
96505704,1856
18958566,1484
18942129,541
92447910,1082
53616741,1551
52584791,1541
11302606,931
87095626,67
96950981,1885
96151863,1885
59684691,1167
38993053,1744
72654562,625
30318469,1632
75750382,1379
68674041,307
92868761,1763
75986488,333
21696864,1202
50425401,87
87280377,764
94814364,349
52989605,206
92578390,1186
33688440,1730
43557579,1469
83619594,775
76237504,1885
51296263,1011
51206488,1318
83515483,1395
24736032,806
69977518,1992
57882986,1373
18438519,1313
17854506,692
89102795,923
60556507,832
88020893,1152
63580643,282
48418403,1250
29649350,575
82258004,1793
72242828,203
46571413,1770
37426845,1691
59779272,1888
73165726,283
56701927,1441
34047090,1949
36635632,249
24585169,1120
60605964,562
15810864,686
29054720,1027
47220426,1623
62070376,364
46836100,1328
72465567,644
43767610,317
84417932,645
61313427,408
30993238,988
22275307,912
97961448,766
46189266,1496
72262315,1007
40014026,1310
95890897,1172
84085394,1136
24023213,238
11345492,1786
96121486,217
25443188,29
43378988,244
31842587,621
78230564,1677
26985767,794
28807685,297
42111299,1924
15756885,1150
32298936,1497
51769975,1496
16201360,806
42893296,1136
87280377,834
37034266,672
71965947,1550
94695788,1983
77684840,656
19881502,507
71229775,1098
12722951,183
73476264,1676
74902864,160
94050954,228
54976307,1250
38923916,690
94991824,480
24748979,199
60714271,195
85828377,1483
57914157,863
61244751,1927
57858898,22
66753364,498
24467429,832
48417612,1884
19346537,874
65484044,390
55929015,1832
37609607,917
72343587,1621
96055096,1533
24127727,158
26749438,1935
67162155,1943
77368092,258
53239399,643
27709316,710
73454040,1749
50810840,1216
41331929,1611
67133043,1943
81846191,1595
40279423,396
28828483,1294
34510073,1112
49691142,1918
28638212,300
73416247,1764
26158671,1711
98565777,1500
52862884,1685
28888254,160
83793776,680
43726601,558
87639298,1453
79705770,46
12723522,1949
62333640,832
35932120,1073
56401441,1265
11070051,549
50735436,992
60397900,1577
81444223,53
28870250,213
76384109,1564
92898600,234
44141072,167
60302850,1099
67857190,1499
92247028,807
30486837,790
65238928,931
45292874,1416
16410392,1650
95472858,536
77214197,111
48835814,130
10489277,473
95987230,120
14087043,1688
49515066,763
98236675,700
83238615,1375
40847288,1731
25561221,1884
19455495,575
56687040,805
85378747,1043
61295062,313
28635870,1300
43148468,166
42823084,1954
98771625,747
30783261,522
89937005,1483
46256692,191
78726643,1395
15142535,1978
49892367,97
89657456,1788
93394683,1858
11882835,473
20463568,884
31587151,1632
53485960,844
99503056,1085
73133340,1666
61783981,1746
99336588,976
99202570,784
20952441,1302
75544814,1113
44083939,684
26862111,347
87247523,565
11412139,1293
63553158,133
48789487,1337
17325828,782
36238892,1792
53413726,596
85601451,302
25186386,1550
46115450,1372
77548469,1709
42616154,912
39369228,1802
45100060,534
66714386,45
14443167,633
17759949,454
76700619,751
89945611,572
60020906,1923
41096102,161
96967394,1430
13154620,1568
72760660,1216
94410009,383
37219837,1223
32583294,1078
99275407,929
34440873,1579
92779269,378
31777129,6
45478530,471
79778077,150
83666093,1714
81337750,1277
69161375,1916
37910025,912
84834688,1390
47705171,286
96776485,1280
81409817,229
84703961,86
28468009,1916
77931801,558
75494841,750
80720425,925
92680431,1641
89277072,280
52417514,410
36484797,1456
27015534,1828
76139653,1287
19765482,1175
21766186,832
54968899,1124
58312217,275
64730857,33
26636031,282
37845460,662
15169766,894
67591889,1423
42549081,42
64426685,859
79331045,480
93929885,1133
91603593,1451
74357561,1626
19507580,685
61333116,1266
18743392,1100
66066787,1048
89711483,943
31680837,1059
42726292,856
73136920,411
56369418,1615
90667197,574
36527200,964
27127419,832
92448279,1435
61966265,1291
82618712,526
25052970,1648
79601738,1551
43719367,1758
27113314,939
76550876,1396
90202552,545
62257895,1813
39323420,1567
47555487,672
69307267,1559
73473566,986
55323107,73
69758520,352
38836103,831
57286555,213
54146322,315
68435766,776
46091900,1961
40525110,61
24209512,1897
32738562,1987
81360969,1565
30747370,84
39166813,430
66951840,891
23245512,1526
73107276,1226
29530556,622
55301134,1788
26516970,19
26933787,766
65832784,378
35666592,1088
17041945,120
77197178,1131
15388644,1794
58353576,1198
79916223,1299
71943458,671
36048010,1230
75966739,1544
61967652,800
11881701,1116
41961099,457
12698034,310
23566027,1768
38665341,1248
11788179,300
73419479,642
31946797,154
91962491,1936
58878126,765
13868715,44
51544859,872
24905579,655
27852466,1736
84338343,329
98490239,538
36380559,1917
62718052,857
26447898,1143
16399227,106
31493540,1282
71072622,1238
38432886,1005
47243619,179
34998878,857
73460382,177
50619028,1575
92022580,1947
97615562,1444
30549786,1021
72933122,360
14567803,1727
29248748,322
19491884,300
26267276,1885
80157900,558
21553206,707
75724927,131
99070460,424
51259680,1537
27563849,1185
92755270,1415
75737725,1770
39207976,690
40519561,649
44850482,1418
21685724,519
88901599,1437
88246089,1371
11709262,1809
13940974,1713
12737357,723
49101430,636
67230392,135
65389300,760
61338308,1862
14018661,1788
36967469,819
64904431,988
57634881,710
43622809,1288
22114568,1021
22499440,1549
87284263,441
97357855,901
12982315,216
73798120,302
12950061,1261
82266617,956
54927528,937
49381894,846
61954484,113
89718721,1910
40727653,811
94478356,1353
59197279,1122
68066905,552
46380956,1404
17822690,316
84109405,1202
48514260,1505
20682577,1062
11565114,1660
85323046,1435
71509692,1186
88517575,1439
61239116,1074
65824356,258
58890307,902
19804653,666
24981543,862
21680965,1607
55833509,205
15311032,20
31451727,1335
27942969,1519
31106174,832
30524892,1364
83503207,547
20728664,1834
29206089,1813
51960715,1334
60928346,977
73577141,1197
98140033,121
42941459,1736
62254844,629
67765330,1782
77115837,1505
71407097,1185
10718495,1486
43093954,1948
78256983,1437
37331868,1819
33703554,1126
33138074,1417
86478103,157
60175358,1771
90777264,373
28367693,184
99409746,1498
22440250,943
42360352,442
39270586,658
80085409,1365
