dni,salon_nombre_seccion,sede_id
95411965,Brown,5
54806421,Olive,1
86760819,MediumOrchid,9
74456089,LightCoral,17
18269239,Maroon,17
93556333,OliveDrab,14
16426958,AntiqueWhite,8
60291199,SandyBrown,0
96528137,Aquamarine,16
11101020,DarkMagenta,5
18773807,SkyBlue,2
30897229,Peru,5
92982223,MediumVioletRed,0
83179646,DarkMagenta,14
78154974,Blue,16
66262267,PaleVioletRed,1
93567572,Gray,14
48837972,DeepPink,17
97443317,White,4
68789981,DarkSlateBlue,8
47725857,MediumAquaMarine,2
68917982,Gold,0
73341429,Moccasin,9
88150531,DarkSlateBlue,12
17409928,Turquoise,8
48036216,Thistle,15
95195729,PaleVioletRed,19
99554010,Aqua,13
89950590,Gold,9
71153075,LightSalmon,10
42387064,BlanchedAlmond,13
67239265,DarkViolet,5
73210557,SlateGray,8
68251737,OliveDrab,7
82082361,LightCoral,19
28805461,SeaShell,10
60771105,Orange,5
51705606,PaleTurquoise,1
93788815,Tomato,1
81506305,DarkSalmon,16
43555916,LightSeaGreen,17
86421069,Orange,14
90441149,Lime,10
47827320,Fuchsia,17
93708630,DarkBlue,7
50621528,MediumSpringGreen,1
77461043,LimeGreen,18
55576841,DimGray,2
34096686,MidnightBlue,1
10150509,DarkCyan,5
13164153,LightPink,9
56344518,BurlyWood,16
64472250,DarkSlateBlue,14
24261521,YellowGreen,12
12764549,MidnightBlue,19
79330356,Red,17
19477136,SlateGray,19
59742006,DarkRed,19
35371935,LawnGreen,11
28075810,MintCream,7
45523602,AliceBlue,9
85463041,MintCream,16
40866736,DarkGray,2
24899781,Gray,0
74975949,Gainsboro,7
31979937,Peru,0
46067126,DarkGreen,14
52989758,PaleVioletRed,5
68484570,Chocolate,11
72571822,LemonChiffon,19
38081870,SaddleBrown,16
54681567,Moccasin,4
14218886,DarkSlateBlue,7
45579824,LightGray,19
26191507,Crimson,8
61592739,OldLace,6
17119310,Gold,13
45117222,OrangeRed,9
16218059,Magenta,17
84176826,DarkOrange,13
92964911,Wheat,2
88087245,Olive,16
16812561,PowderBlue,14
78874398,Wheat,11
84624705,WhiteSmoke,10
74887203,DarkViolet,18
23414215,Tomato,5
87178521,MintCream,9
50054945,DarkKhaki,7
81674529,LightCyan,13
61449074,DarkOliveGreen,4
48345948,DarkBlue,2
57657046,Pink,6
94147396,LavenderBlush,6
83450782,Gainsboro,9
86754536,LightSlateGray,4
26220560,MediumSpringGreen,5
51037563,ForestGreen,12
46004332,IndianRed,3
54404263,LightGray,12
34042698,RoyalBlue,6
82454614,PaleVioletRed,7
20969337,Chocolate,13
92160054,MistyRose,8
90298840,DarkCyan,15
87004715,Coral,15
83241819,Bisque,12
61686498,HotPink,7
87729663,GhostWhite,0
19754746,FireBrick,17
43082803,Olive,9
20949860,White,13
29361212,RosyBrown,15
64313214,GhostWhite,9
68163179,Teal,1
27073835,LightCyan,6
62421124,LightSkyBlue,12
97239785,Fuchsia,14
69268775,Ivory,17
97532991,DarkMagenta,4
78269571,Lime,16
14266731,DarkKhaki,18
95253933,DarkTurquoise,13
27385257,DarkOliveGreen,15
16628648,SlateBlue,6
47650730,Gainsboro,11
84019849,DarkOrchid,17
14752388,LemonChiffon,14
29962993,SpringGreen,16
63527147,Green,17
52041063,FireBrick,10
39909521,Olive,2
37802415,LightPink,15
55129881,RosyBrown,8
23493169,MistyRose,19
32441868,Aqua,12
91413517,Cornsilk,13
61137703,Crimson,12
77511631,AntiqueWhite,0
33462834,HotPink,9
82355602,DarkSlateGray,7
52702073,DarkViolet,13
18672825,Tomato,0
93815127,LightSkyBlue,5
86566629,LightBlue,4
34942620,LightSkyBlue,14
32160076,DarkTurquoise,6
31959205,OliveDrab,18
13882844,DarkMagenta,6
38727959,GreenYellow,14
49490561,DeepPink,9
70919603,Lime,18
93380693,DarkBlue,15
92156613,FloralWhite,1
32448111,RoyalBlue,1
56262334,LightSteelBlue,2
74463860,DarkCyan,10
18773548,DarkGoldenRod,13
34074338,Brown,8
52958820,LightPink,8
51213728,HotPink,2
93918547,NavajoWhite,12
58169132,Indigo,7
22824853,OrangeRed,6
84464513,MediumSeaGreen,12
95481317,DarkViolet,6
38397422,CadetBlue,4
16765349,LightSkyBlue,7
12048210,DodgerBlue,8
44100382,Ivory,12
38891917,Linen,18
54797866,Black,9
59209096,LightGoldenRodYellow,13
39210403,MediumPurple,16
74227526,Yellow,9
26544479,ForestGreen,9
95894105,SlateBlue,19
91504235,SpringGreen,2
66168945,LightPink,10
61829741,Purple,14
76511429,Moccasin,12
40692323,MidnightBlue,11
27650834,Cornsilk,8
81033600,SeaGreen,6
21529081,CadetBlue,6
62129052,LightSkyBlue,0
92006079,Tan,5
68823373,YellowGreen,16
45961115,Ivory,5
29793905,LightBlue,17
44003045,Chartreuse,16
16227621,Azure,9
42343594,LightYellow,1
67796033,SlateBlue,12
20573056,Pink,14
37635324,LemonChiffon,11
12129437,LightGray,11
80700788,Magenta,0
39439589,LightPink,3
97787254,Green,14
40371911,Snow,14
