dni,numero_celular
47617357,743902541
98000513,566383217
23830101,668016265
85738276,740611992
64964755,293007118
92486092,854790610
48448177,231361669
84401488,557635960
22433611,984013906
86008832,797592320
49946067,857193096
58066234,413251568
81540079,936585210
43563631,371948043
79829979,469067408
81192911,453425010
25440592,667447765
19093724,955199490
43152698,692143446
85813974,649935296
14336501,969800193
63026931,362363442
26441337,977325672
82440166,215290757
70155807,842678143
13090797,245575317
30004278,278978821
94992971,335527824
72893276,252982984
16252162,463097758
39128538,987363601
79173425,527860811
20094345,992853171
38048549,877615097
46784555,586749215
46523741,677076725
18394425,741057753
29987867,333956092
27163951,520322355
33587841,839792617
72849632,616566806
76597704,884214205
82661097,627131562
31100775,385724468
41761686,447850938
15854728,790717174
94606741,637453538
14103776,950198963
70697760,744495486
73232365,982091894
72961716,574964840
21709985,468852839
62964460,623222499
16694848,343916374
83532974,210796793
82711361,462935363
30373529,647323285
17685007,250037836
19972800,245703791
38252874,864496896
30682850,731299158
16523843,288399406
99444485,673151954
90046391,287732482
99833784,784256590
56160627,418860051
46731102,735324493
11902784,775769674
80900398,524301383
20628696,974222124
41190753,748590002
10972687,564079247
39883209,247763609
26746222,944282818
69812049,839883002
38062645,916937317
87990190,436915598
66889564,228463952
78626941,850392515
27616909,696029646
29444598,225725962
80211890,464164501
82817166,761561894
91560349,821588557
92785261,259838887
30496986,223821747
55339153,897167127
56921960,297757973
50246726,762734265
47795848,862575953
48516349,621745484
96178195,879497980
74718631,280419890
53212944,592164527
70046967,654840541
41519221,859303563
17901528,843341186
41912313,412237439
54711225,210662912
86565408,965896182
79319171,310249381
33657255,533218545
57440644,559040192
12624715,976722347
70539453,815718031
68747496,868646188
41998588,433312493
42610921,916755710
87404679,341484275
77161819,485625726
91742254,857569932
15808234,264530978
90940311,624291112
94162585,546177089
69395574,497394756
84001117,978485588
79039667,979217069
11550943,229906045
90592014,940727167
24676266,492123730
31660482,362836631
38471760,545359139
50728043,348699643
30011357,255082712
89826959,388477891
70519814,585232492
81614063,450320954
92812028,270406306
30266289,324665096
52744733,561428932
74142796,248892531
87405350,348386524
33574638,782838843
61163287,485936991
35722010,412734630
19022572,319389867
94117768,516160514
72870259,546893509
91865351,779892211
19489333,420748386
43964532,475407882
88967724,790393559
50904187,240274390
85250099,932304712
63395836,868328767
72863491,820374369
46705091,981307067
48134152,586843545
74675249,781681841
68533150,749183540
68984146,854402723
33309349,543656944
93936542,690704883
38494353,899297801
32238133,777942490
21876208,370986164
45794762,837818732
24164843,814789214
17588752,251878590
19945907,383738270
72436980,648081049
11878703,737456330
73770159,475030159
71183280,420951248
15825326,451385544
68029699,612770578
10926963,340738533
49748758,721064974
29412603,968852345
21718603,934073311
70527934,747841885
21055504,247631640
79047678,523460423
28725394,435255928
70293100,997578655
88644712,441621541
10111909,291695793
95859707,637992665
68363389,935636992
81765808,345899726
36163476,739028536
19755948,658387400
55841105,666012181
56090543,665341552
28295089,869151995
46568520,961381437
12909077,885550092
41395627,657423783
95512416,915907069
54539982,858645468
74099718,973961017
37126314,471190842
73143944,567940908
23650693,252352090
80061517,910924503
46621706,623963685
55794343,783735710
76337732,857643350
54685692,270310181
87131132,531785691
50480432,816215285
36195990,654620244
11481436,222462462
76370548,944222283
17730374,820525099
89481031,335168059
49911286,279058180
35799147,821257896
40977982,240577508
23274174,712930690
62755498,277718043
39797984,850579060
54906225,367736172
33148634,253884798
63350372,476031602
86829334,576674403
51769086,249713712
55334496,424932265
66400657,418866986
18407667,518070616
47389274,351731546
19986548,528973417
43751652,334234035
57835542,729790606
37860744,225064017
91678219,522999730
44670126,814996214
55238197,691969991
42134118,958707772
17519738,540352415
95180322,999792305
92948852,872446211
62464280,331615186
61630844,829601040
85882737,960442978
13484254,586790638
24667510,512930014
43760970,360442605
92660064,946312136
37554779,721916790
89493202,574363685
71144680,729793402
17100377,841446148
39039368,841077137
99045058,335196210
98366142,943939836
89992852,439700907
85371700,247786470
47814761,474444052
54577965,554014068
99150666,848537568
51337621,923022823
41252340,557533791
76238413,345085806
95291925,680336734
43298160,697899577
67795204,432476680
49575782,970534050
13438864,374439253
82222636,971332570
98225097,477420087
87625961,834946460
32154054,527676693
64405213,310309713
41395350,719410710
49139430,421833451
99533378,515283926
52350812,599787690
25457562,955426020
31887327,340134379
65501763,245338283
56348080,482307391
65949020,627617346
19990674,647401043
75289794,531081663
49869342,361071997
69505369,439905610
14750965,710760767
52127130,290202886
18203907,214427478
68156361,973640867
22473510,630022164
79303604,821270410
59342355,982436871
18547426,663194700
93195941,445048302
61894876,430135729
55193218,457150902
66636459,537301254
35434523,240310346
38327853,495887380
54298170,493971185
44406228,973794395
44054422,418848984
69977128,440519572
96506238,835610173
26783961,988876258
80148188,671249259
35339995,270189459
85312195,677001239
99501691,539151544
11543407,321213317
64604383,782910416
95618365,269629941
50680632,518232122
64909770,498838371
49036380,258327761
12075526,421086486
77851060,214822861
50848624,820435331
16802574,253204210
17257131,849109299
39218071,279812840
62102362,229985176
47286084,359376091
52684761,958235929
39296630,358905664
38940926,820661033
91923394,518019103
58543046,890141505
38137272,914081873
24892147,271669097
92300271,343147344
26738826,693753259
36833435,557293240
58565914,423498259
66210832,576686156
80839428,729380905
18644491,213569952
55604376,954170436
60370978,945811583
92132720,297498302
96772773,345285771
63924710,879727732
14554194,851007968
76013189,359892375
18461963,758210302
41566425,723766118
61385240,752769266
17816734,449305354
62463733,453650544
57735535,237123181
72351252,646672327
15291409,385053807
53302451,820040346
99265255,276603118
42443025,312290221
26872564,463541857
26317708,993352082
28434050,727145801
64079867,238338793
98431212,239354306
13391790,372122661
53799136,265987512
29488498,480813839
25297236,811802847
57638119,679676233
68372417,669373576
85263196,639016408
70973336,677383775
36820985,423774396
25034987,859777858
11515179,815956062
28204821,332310302
19859780,594500833
20187220,825618389
67861714,691542748
38585982,388458662
93997930,731928550
36790524,725794233
18738592,980459630
74328892,773313364
39629014,993379638
56660859,541285205
21690787,552266991
75363668,485219497
25896563,354456589
57147497,460194924
27843876,789507583
50835269,996147305
94328503,263735332
95113330,864645582
65806873,482932546
33528879,278550502
18010415,271786297
62439558,541185500
29146608,745448293
96764370,967585021
85242170,266622443
82552685,838009364
14318275,940460964
94297042,738137350
91033871,841643202
47474662,957510778
26341424,830882472
50502984,464206960
92335137,785232243
26499864,971297940
85315390,651224337
72814668,724314135
52760438,517622392
41707461,876184861
11948445,830560847
89971109,395254918
86642834,755538501
64141627,653965939
62776154,488519417
12403302,963086077
89811292,564884892
88075352,286094207
95725863,747604800
94763312,921726896
99112701,483501650
61510654,914702345
46652307,430517944
52653009,792771721
64015447,575398706
84566980,373810963
29386421,331020535
26930982,537888021
94227583,261300761
11809682,792172416
90234976,737124257
89698413,613534509
18329463,353391582
26909419,976022117
57087000,980901499
43200753,784233191
72167353,391394924
92134751,884677382
77118478,242271635
49123525,876106540
67591475,455686786
43911404,332585196
24883419,452766938
24296178,497238732
77149555,377130421
29003742,848220096
95717174,953492845
26586121,974989409
55640329,669463967
43780735,973274421
36883266,318464389
94635632,775684551
14742230,771052169
61215069,463966838
30194002,869922076
68644747,892253608
81067042,246256867
40578850,212725751
81203775,547905391
29239808,422888906
22666192,966244181
26758224,483777968
27109221,779484620
81358255,435455146
31713642,355312936
27412378,276064998
81458567,949417303
10647053,698117291
62402350,230829092
94344455,366041019
23773796,462752236
88616627,689901840
82434033,887074112
76388476,428274492
70060631,345942305
55242792,213665892
25499285,275660821
14500221,694531326
16065668,690068429
39293355,823518822
48956397,662230177
42997960,427069766
10190181,847536438
88647686,742704967
50240813,680698032
33605231,413627436
53104814,276810792
32077810,314631170
67999934,448399759
78032371,979678316
87888875,920543683
58642559,298485016
14650765,638168266
99749690,456359484
12593973,744477641
92177306,363919727
18391392,237831489
56203208,226873220
46507517,497781192
30129386,380940734
90925830,954551761
10999039,328182403
82092819,333588495
94286035,717792511
45629872,260274902
77809105,566167075
42158750,841293181
42539762,820967751
64100106,534608935
56949717,833766999
96565746,611492052
72933221,349986555
42538269,248439674
94109306,421778024
76797786,639796334
41207413,333901014
85947360,556332219
56075457,812845741
50266943,363327841
92477211,738889625
42917542,279024497
75466302,953983300
56277878,411073237
53122713,830630681
71976124,534600591
35119532,355221574
26152810,685577251
21801559,320274482
74953205,877360349
47587241,950086758
26351322,611621974
68109107,612501213
71287107,326892352
10963865,479078608
66379939,452039233
45168132,673251846
55133716,528866699
41136568,580492787
56296864,267867395
78605808,365534698
38698101,380088501
78563665,850446498
39796114,894913454
31590383,877954530
42883899,946410155
50641291,273884202
85525476,362388308
99918477,329347932
32481728,785272642
32655813,430785444
86920750,496238943
96210540,821033147
13486853,871952726
15007167,473165219
14640165,931917047
90257041,473380356
94888129,448277978
35870950,818250582
92810410,918145543
89006422,723980825
76045762,987340300
48666567,737053279
16316037,215612085
89250111,855858396
45348751,383792024
68238238,713982578
66381287,298128368
68260413,359976317
27888719,513350677
97654098,989205249
82199492,598112835
68520217,811593495
40048232,940008400
72854632,314617724
35126661,859517467
72520018,444403920
11816114,985457923
30055800,363065241
23631386,545376490
54318702,844043771
95105231,945377357
67787611,783672424
16948714,744001866
67639484,539189089
96067806,739077875
76707970,297019824
60786242,325915519
53056495,876433873
58384916,326844482
30789068,564715824
33733990,232257444
77272981,981708719
76206104,958608539
89968008,358990529
61946005,424189762
30068201,925958900
92666966,514861339
31723501,839047889
64676001,485655347
65524658,234068380
16240261,585795030
38116480,585812161
56500596,584493270
44364601,288390531
49775588,787481012
10937656,271359848
67783281,640914085
99312075,337632152
48510854,792321532
90555699,353040965
82460586,997153072
26011445,275602812
34126183,533962587
49346013,818676913
63025261,316125815
38930193,997178029
43680617,344371959
10337825,356842147
89151687,431767906
56591143,836173806
82569274,861875249
88122874,849396134
97391179,795828821
58023384,372309697
39368991,294556489
45776332,722713863
10331243,571750502
57118465,264164171
88395932,321479098
52584374,370222482
14469748,596771821
83581598,528249728
41848539,227149778
62505534,249859562
88013619,643090528
55929423,228084545
32606275,820765548
46159027,715179841
15138844,222291939
82614820,673128973
16977828,788046848
96691339,528610938
16644207,869292183
24061606,950719036
29073663,345742151
83032899,866642686
94279358,421689513
63334314,748206872
52730091,477990952
49555407,531431476
40804998,210704010
29739687,638818078
17396895,870218291
98831786,944047717
32133674,282396845
92207392,437009097
94584716,558080906
79158464,357743129
26276740,753433934
60709714,871028041
88619976,615873691
97769797,911791756
57132693,399964306
43329448,422940639
87880076,314817233
95764129,959900074
77311459,487351614
46140773,256677374
84177924,484439079
40213407,720014084
27133454,491458637
60182446,447305576
93749015,777340629
63264717,518373731
37594307,295714827
40703089,381401247
32214342,519068903
94775653,992847588
68190742,875463298
78632151,227831927
43692018,450619834
37781223,515793255
49532403,916142672
43274871,371734547
85200758,837149363
50924644,635234570
20576905,782147656
47391763,728465026
84625281,651040814
49421388,760858790
70204879,551653383
21571794,460786723
42752006,334969840
44853992,434655070
46589613,313579445
55091266,324142536
42383587,832555151
55364357,719271023
60063433,290778800
54079168,390412271
30121582,811752970
50338707,962212831
52652122,822609081
70327995,583290375
60639221,314243330
94138671,632768797
42189093,970043084
53747697,761211538
39795389,211965434
72126923,341574562
60000405,547640210
84386496,635312119
94374254,525822767
54088780,964162480
34731462,379781039
84956198,920363913
92267396,427482801
25798667,212083892
60052249,942003278
38060221,343526533
89092069,345807808
83334896,644211588
25275448,824304160
23998219,448415011
45305477,829736596
20134571,397670968
68706301,330511556
98216828,782153201
85258702,979252066
27019278,790165276
22561125,539042060
44439057,446088415
27803706,451702201
53972114,728496804
28753323,735193762
72977699,699993282
93536661,663137902
92677138,476502349
51759867,582499985
68768378,487029048
83804212,462842418
35525965,716826254
52359004,489116044
49495237,819155190
64097946,725106740
82168750,782931961
16022101,857059276
98519560,662078520
44304330,671147245
71137291,586161458
20472237,332895880
33072088,316964998
18509455,394416935
22314061,253477371
82209995,387051553
47660177,364485385
46621626,844180455
43937982,673193214
11403355,431134989
50502887,795909786
58032799,737014470
35767672,287209004
95795141,618659099
48969589,815353949
80116936,953840876
79885525,846714778
11100116,680604270
45148720,764619899
62597318,440475847
24750795,443322894
90444268,752236723
68041320,219608229
70487688,298871420
96544106,677654549
88330594,662863868
89820413,562735220
21912043,292772540
99216351,312649491
66032383,223931073
93390701,449541382
31602466,578724588
57789047,377833686
17874632,796397758
99718527,354089184
56683237,950729344
42575452,957559163
41950541,375770721
28268941,817232764
81631186,550682880
48495822,985789327
19420964,652681670
86207602,856800222
69153721,997357231
52684243,922418126
71334102,681775314
76148350,649984645
55119902,853722428
98909500,363922982
86112136,345417306
32094904,421183874
53745863,263213173
99231588,991649489
91032499,498885859
45347947,536871418
49747324,384583528
52980147,612982552
65233605,433619814
77710544,397336471
16692802,850839273
33305355,933754553
85416087,923592155
40164154,462254398
68330232,566780826
92027941,272393111
55450909,891337865
34727498,655557748
71098372,630873624
89000918,442879805
22653337,659899394
42829933,982595964
52131126,350939973
90063696,370854953
32373442,391913563
26390562,775348049
69800321,382270939
98278317,252275921
40470158,331926858
66187998,314244367
41111765,754853260
18125990,854595929
60496852,777409315
13131412,296341645
79031477,341967384
80841670,459392659
91833397,266473811
49628907,429267467
16286812,686028469
24164132,461839603
30539842,624869273
51635208,276068069
93201835,719904799
23448466,975616385
49281542,530053866
95305298,485092600
16191123,493028937
13895191,331848683
37304137,618894203
59370684,965829238
70373328,427596589
12369372,927109855
82044482,639901181
18610342,628813856
31615417,696687445
92096741,939911064
85455459,533936537
26756342,687871776
45648587,441489171
21449668,574825261
96989059,684655133
58764196,998720877
53556479,583766120
63294275,484755383
15992958,247592120
19973255,887915905
41783696,812359398
30739695,945509871
32077281,773522301
12823119,832143731
39325410,458714772
40490770,779989382
29777921,874709681
78927506,777695302
57970122,773855524
93252960,418357399
68658266,344141555
57362998,776443160
81523576,415316037
87140090,217623252
59213106,427070370
70611711,816077658
24264923,368351859
42193962,256243194
84074614,228376969
33442081,961748571
35262256,537711238
53546347,273947848
49424980,986829144
46081633,644846670
28292808,581429065
38559893,226110492
18183513,868373166
14570363,629498588
43654475,494249553
34173392,674367643
82911683,497042228
44732184,241963682
58906805,764142035
40806187,291542937
56846499,223821815
44931001,538167366
67300417,784727555
62189626,824410918
92564797,265503966
87124139,816401943
97721533,881734953
90882978,621484800
38032125,597205814
90579153,326874060
14527322,721358224
83624585,976129379
94476894,281775462
76313846,878968097
56576439,821442867
14307593,711708117
27241877,541499068
79506671,658865037
14963744,894307777
12598874,641131943
66542451,417138372
47378050,728701751
31564185,583143009
70226850,785660882
38428254,690013984
44843892,368086750
75471641,355779584
94036629,526854425
33974867,686480598
57339274,721257596
73807823,866429321
98977856,460393012
39469084,783083403
88682167,882788606
80660252,713239222
67204227,325551379
18059503,951560405
77974326,762786924
30849779,453652037
93005354,832058197
55780831,720723914
42411266,888888765
20368414,895750590
54598765,335805985
96951818,925474280
88187078,627965571
63843514,655121158
19341994,656810140
16777462,258682196
35632200,622680004
97367800,759741600
85974398,955753677
87517340,438402336
14448573,943780797
48836704,299573490
81523155,723750716
66046902,388000387
64765676,479958308
63952451,952493443
40158352,265132867
77908415,659191937
97854287,216087334
48693356,367506892
23725809,417695320
34530691,385081823
35288094,478859985
61389154,784585807
49443601,987741575
93614614,478618994
72025569,619073526
17002580,676660152
39932825,812636033
19748385,474570303
79862157,284568662
43113906,880916126
84687760,241960793
68214744,235029592
70616056,263941712
36746986,838599787
67053789,966253915
23112638,617617293
13683956,633730414
51646028,750882118
18130983,976926006
55902732,318642245
85565386,989532470
18702333,560764745
48501870,537435145
89130921,956681792
90669555,736285725
46103920,845883176
70263813,428369375
72765237,562932857
50385567,611727838
98417163,745945350
51791913,639621315
42128945,591962084
20787679,593366436
67988717,997378648
50106204,265493648
28757895,740506665
55706755,251148497
64417139,589025860
36748840,218493338
48586573,238359946
44954172,234115899
64866535,972541268
43447375,398745301
40717512,677328614
66021237,220502951
66706150,899637207
61894137,547419528
92996491,638149974
99917820,220114639
16235486,619480008
44661968,817280562
48859606,628030625
67903787,780795776
54551985,930785230
20896239,926185364
63371738,849828343
52876990,475530841
52463197,956777570
36686204,591070098
84218390,638156502
85064421,557683729
76447056,393707510
54539768,773754215
68195574,955079539
23812754,644687667
10288560,313851690
49117882,981200335
77374881,560707949
19311069,722319652
70677483,530226825
74236356,821393213
62721522,959156981
86986138,494993305
16576076,324947763
23684861,588661596
57317427,877933693
13784052,527397414
91250787,684722400
93769552,463171470
54666350,611301824
73129637,362761305
88267098,956911643
37684796,488038684
73986236,673024497
91255996,977388144
64132299,624571507
67175126,979317469
60010250,765314102
26996790,787461814
65471593,445708276
97449488,912436588
26727625,618758772
23334632,621100803
90457689,552577552
89838268,510755736
25734854,461375856
10771016,795666579
82271810,314152365
48276370,960650265
65346345,851289623
74160271,499271243
37508836,798622038
49396672,796888252
82808109,639497354
90097250,232156839
71148289,799444510
88420665,317411173
32263973,612479144
34550941,212426929
71035448,513427565
53004208,692431006
39301009,848366394
54347300,731888743
72141972,895930946
80157908,265815774
52993162,315730833
65014577,858727749
83962995,497612350
72934696,231012519
74797465,445615767
68184339,891973248
67880397,296629283
14090861,289426404
13440506,887876110
45845329,870484610
26181637,237545910
91634035,974545266
20207607,911764942
46963024,640977494
43442317,542283233
44535018,517629792
47122110,940482950
23305119,642890711
79918455,577239022
60952835,872055519
33122033,418494507
42120855,363818166
24318308,682412205
89788981,454807103
36839000,684261999
90415003,367441230
35156232,874032371
84576586,892920771
30536418,931363328
84453426,441928546
71781966,238634204
30346117,469588096
23141539,549377680
56992469,431553571
63816214,558647998
99164353,482048655
17590224,867022965
88036532,286542958
57165757,345675726
82054897,645275664
49176517,841236222
85933040,472505742
18078289,966476817
36246883,934017691
66470638,587499201
53471632,632398277
22045915,455575571
19491898,518909472
35761612,666712487
81412202,675527515
20961075,658894725
53059962,833163624
69784041,825196736
51311257,717937129
61518851,947436634
72485517,978908037
72253702,523633433
38737181,311813944
89822944,431376715
76141609,939172114
23409048,690928018
44492814,358857914
16109255,455294978
46444866,549695948
58310618,592030123
68352970,991807506
81934357,625351999
98530223,661256039
19282253,961044246
45435250,571520345
52035990,713904940
88737710,562373235
77793898,943125512
41761363,343811998
27748498,422297097
73248690,635236684
11959550,365265984
88017336,544989154
34019622,433998459
62191056,585388447
38310271,997989230
76182471,942490946
13842225,657604412
94054625,553930530
22107377,341424417
36197994,450540598
84469306,996038165
34866605,273496648
71581055,396412092
85974581,955633272
39791463,346789903
85886927,614991879
84880213,664205814
63993145,747044868
82354546,770790141
61835688,916552810
15746199,839196781
12457166,736404499
90673554,555169595
39653728,853576710
87672694,440434659
16162832,753846571
35694291,446573010
13566988,728105786
27063310,731237904
37169250,947615850
29464530,260392694
88444855,912462984
14452748,751055321
74862496,567420317
93994810,734545241
85820768,299931305
14959004,964355902
22290190,736691499
65111039,895467967
78962342,725629815
28781271,334815716
76843443,780587106
13001589,696502770
55584947,216891300
28202929,480253355
34828437,416967409
68678688,356720463
31152068,628059835
23878650,644938330
26875324,628803071
10047403,998790984
79413372,332679943
18031325,537650882
52854512,377575712
44832522,552765975
14914933,620472453
77130138,870942167
88083239,991431541
73899346,582155539
65574800,560539753
80163233,275727580
62987337,942181954
51347629,847343752
95586437,630921668
10013239,448708341
13543936,426575212
86820977,561121321
41902369,835629363
43309302,349129420
57289457,993917390
29291693,713237632
69171970,845974384
10922059,324848535
65826440,523998025
98740584,983302090
60060349,680764796
21723991,925431085
30153218,236553615
77708922,338807514
70251753,658115615
37178229,349527874
54545399,910542083
76779757,595807553
40071895,824295882
60155834,594361340
37630410,646044638
45419420,450498461
64210553,640277929
51124517,863765011
99586701,527472663
51621949,935965784
48711643,958462189
74820980,479473346
78337425,640883395
60493131,784047821
84676026,861490613
74595286,334983184
88776539,895504314
15018177,330363269
34041079,668694463
73158828,523157429
77210228,680177248
34914280,640241864
25611244,719513383
59111341,787078472
68752533,921349290
42606693,881980751
96330493,421245375
84225003,636479280
25767780,574378870
94607312,492449895
83728217,732864713
42596162,771067387
89847306,333588674
56502978,321863385
84033908,895193323
59856575,256092646
69579429,246060344
95804857,785827986
69257330,625765407
92294827,457989745
90670274,850514896
93186540,917457822
66696697,859045005
66619028,697791577
69404657,988888788
66853342,531180084
35458701,377233686
13899337,386372930
32868035,830437094
11067141,576753054
30343760,850190119
76925512,367698451
47546231,652933669
48284982,240736432
80104033,343966719
98198256,526390613
78493650,246655001
85006377,568961771
47510551,740172914
86051751,612901596
51698065,545494553
91667424,554187754
58944129,655137666
40806496,275689581
38386508,916105181
27502138,839301131
87006843,482707821
54367974,798852587
72419545,217945697
44501427,563954063
34231134,756836376
51695621,231155508
82229824,687265594
65470930,211579357
13992404,357586386
10304082,766905182
35859740,624356574
20295454,456007305
64060694,632412408
87677301,244065349
31754039,997551455
32822825,329791372
48207297,327037014
16337738,330469365
22999550,974183324
69654270,519283593
78809198,247733037
51529044,210508208
72080389,843050946
61370306,841874268
39554295,774979119
66604863,943294862
87229961,688515106
67019866,574295123
40661678,818845706
17639733,726080914
50124046,328142831
71229118,381414387
51428469,890605087
11581446,844704006
75422913,519426286
82854523,690123913
48568959,989444066
30026150,614724617
43038720,216075552
89829781,495357140
86168357,231901912
89144722,959816418
12871314,559319314
43554371,267764992
31650637,871954620
20611110,963933875
57385093,527719167
82423086,313188967
32235315,656563954
38098427,498095689
53103482,740956304
15614561,654726416
68301191,416498194
22219836,224082514
35909767,893708718
81033099,364412930
85700126,344726938
12305912,860752427
62389886,761197502
69041162,243089540
19304007,950802745
85799461,870774472
