curso_id,grado_id,profesor_dni,periodo_academico
2,1,58812065,1999-12-26
2,5,77290930,2016-11-09
7,10,84055382,1995-06-02
2,0,60787128,2002-10-12
7,7,99120671,2000-10-22
1,7,59295506,2019-01-13
4,0,97507281,1995-07-26
7,7,53651615,1999-10-30
10,8,94984388,2018-05-29
1,5,88392970,2012-06-26
1,9,78846791,2003-02-19
8,2,98318745,2017-08-07
7,5,39649170,2009-02-28
5,9,95798363,2022-10-18
1,7,23418690,1995-04-14
7,8,29432790,1996-08-02
3,7,28877393,2017-02-08
6,9,77583932,2017-09-22
6,0,36548367,2019-09-10
5,2,86948352,2006-09-20
6,9,20609978,2022-06-19
2,7,45831677,1999-05-25
6,2,47909155,1998-06-13
7,7,67374374,1997-03-16
2,10,10339521,2003-08-25
3,5,84361952,1995-07-28
3,5,40622818,1998-09-03
10,8,79111377,2017-04-08
8,5,79773247,2018-06-19
8,2,28210799,2018-03-15
2,1,94970654,2018-04-11
9,3,21394812,2016-09-25
7,6,70967424,2013-11-10
2,9,58585063,1996-05-13
3,10,76637763,2000-07-14
7,8,19116737,2000-08-31
3,9,70505429,2021-11-26
8,0,29995860,2010-11-19
1,6,24992225,2012-10-26
9,7,80305825,2007-12-16
1,2,66115792,2016-12-31
1,10,84040094,2000-01-13
6,5,52349636,2007-09-18
4,10,84055382,2005-02-28
6,6,59454848,2018-06-03
7,2,60337456,1997-09-18
6,3,33608694,2005-11-16
9,9,31001014,2021-06-15
4,8,60323614,2021-07-08
2,9,42801318,2012-01-22
9,0,47554791,2004-12-22
5,2,36152028,1997-01-03
0,3,78909004,2018-08-13
6,9,61767245,2016-10-07
5,9,54119518,2021-10-16
9,8,37268814,2007-02-04
4,2,10437069,2010-04-07
5,9,43005754,1996-08-16
10,5,84375636,2016-05-17
10,7,24284401,2006-11-26
7,5,66291114,2008-08-26
4,8,21735997,2005-10-27
3,2,64111069,2001-01-20
2,0,45654643,2011-03-05
3,5,90276023,2023-12-04
5,7,43005754,2002-12-26
8,8,71501695,2018-12-14
4,9,64418740,1998-11-17
3,6,99028416,2019-03-19
7,1,51313822,1994-10-28
7,2,22826934,2021-08-12
3,0,39306850,2015-12-05
1,8,19630722,2004-01-07
1,8,46782956,2011-07-04
5,7,38191142,1998-08-10
4,6,12524660,2009-12-02
10,2,87439556,2021-05-05
5,5,27521473,2011-06-20
6,5,31001014,2002-08-29
0,0,66189029,2011-06-11
0,9,32703734,2005-07-19
7,4,95521653,2015-06-09
9,5,38789274,2012-07-03
4,10,51395668,2017-06-12
4,3,67182726,2020-12-31
9,10,52706531,2005-06-03
2,3,94519224,2013-06-05
3,7,93359027,2016-09-24
9,1,59295506,2008-05-31
7,7,68780426,1999-02-18
2,0,16517864,2002-04-28
6,7,51167802,2017-08-23
8,8,42687545,2013-07-16
6,10,48501023,2008-01-30
7,5,53434149,2020-11-28
3,3,89834986,2014-02-28
7,4,25165121,2021-11-22
3,8,68635356,2024-02-04
1,8,61640606,2009-04-13
6,3,36418594,2003-09-04
5,4,45624832,2014-07-16
1,1,52631631,1994-10-14
1,5,78550014,2006-03-26
2,1,78680039,2023-09-09
4,1,41141493,2006-09-27
4,5,76526122,2014-10-16
6,0,53753512,2020-08-29
4,10,44561100,2004-09-06
2,3,46089671,2014-09-05
2,6,42207226,1996-06-25
7,1,37422043,2012-02-01
7,8,38023553,2002-07-13
8,3,96731697,1994-10-25
4,4,83619535,2014-06-03
0,5,89895323,1999-09-21
5,6,37018788,2014-10-03
2,4,93290645,1995-06-05
2,9,93866218,2018-06-26
0,9,91674196,2021-07-21
3,10,74962032,2000-10-26
0,8,38604684,2017-09-03
9,7,70505429,2015-07-25
8,7,44104875,2022-09-15
3,0,40145642,2012-07-24
1,7,85289591,2005-10-01
0,1,35465872,1995-05-25
1,6,89089147,1996-02-18
4,5,80169581,2009-06-19
1,8,80305825,2008-12-17
1,6,54688114,2013-10-24
0,0,68780426,2017-06-08
4,1,50229830,2002-07-22
6,10,53521213,2000-07-27
0,4,15770348,2021-06-09
6,9,66115792,2013-10-31
2,10,69252184,2008-05-06
4,8,22631541,2012-05-22
4,1,83807841,2011-03-12
6,7,41869796,2004-09-08
0,9,64418740,2014-06-29
10,0,83463199,2001-02-23
1,1,26502940,2020-08-10
9,0,79490062,1997-08-10
6,6,19786618,1998-01-30
3,10,96877712,2023-05-30
1,9,42365668,2019-08-06
9,5,78550014,2022-03-23
6,2,89380178,2005-11-29
9,2,73522377,2018-06-30
10,6,36734400,2008-06-26
2,5,40086148,2006-01-06
8,1,32418676,2024-01-16
8,10,36152028,2004-02-20
10,0,46407212,2001-06-16
6,2,47315507,2016-11-25
1,4,96877712,2000-10-21
7,3,88240815,1995-09-10
5,8,62978506,2005-04-29
10,0,99829221,2003-05-25
4,4,49580425,1998-10-27
3,1,97507281,2000-12-19
9,8,75695965,2012-01-11
5,8,22631541,2023-02-09
10,10,74402447,2014-09-24
4,1,58040543,1994-12-17
7,2,32871368,1998-10-02
5,0,39505890,2023-05-22
2,4,93083121,1999-03-15
1,8,22631541,1997-05-02
2,10,25165121,2023-02-03
6,0,67623066,2015-09-19
8,4,23243485,2013-12-25
7,3,13679180,2015-10-01
4,7,77722680,2009-12-14
4,8,58431816,2002-03-09
10,7,40179770,2009-08-13
7,6,68242152,1998-12-21
10,0,67182726,2022-04-09
8,3,78846791,1997-03-27
8,7,53908604,1997-11-02
1,0,34474055,2008-03-02
9,6,42933681,2013-04-22
4,8,81688916,2007-04-21
10,7,47356824,2005-07-09
0,1,81526632,2012-10-23
1,9,94590009,2015-08-03
10,5,36330696,2017-09-06
0,9,81317658,2013-01-18
4,0,83619535,2006-10-26
8,3,45831677,1996-01-15
10,2,82483575,2016-11-30
9,9,13322454,1996-05-19
5,2,97430835,2008-01-04
4,2,34519677,2001-05-13
5,7,61822937,2010-08-02
5,4,46488060,2010-08-31
2,0,64299507,2002-04-10
5,3,59220096,2008-01-22
1,4,13679180,2016-02-28
4,9,65265290,1996-09-25
1,2,61640606,2024-05-02
2,6,63429864,2006-01-09
9,4,88683946,2001-01-18
5,6,98984353,2013-09-22
9,5,20017448,2014-01-10
7,0,58579252,2009-05-25
9,9,14169230,2017-07-13
8,5,29839204,2008-10-31
3,1,91763057,2023-01-08
2,7,74735985,1995-05-29
2,1,80305825,1998-10-30
6,10,37179206,2018-09-09
10,0,68541831,2008-04-17
10,5,93055630,2015-04-21
8,2,32703734,2003-04-01
8,3,86931266,2005-11-26
10,9,94417380,2010-12-22
10,8,56512539,2016-07-21
7,3,51901147,1999-01-04
3,0,14809802,1996-06-15
1,6,89380178,2019-01-16
1,0,62978506,2011-02-26
1,6,84275700,2021-10-22
8,3,37589771,2021-02-08
4,6,46291260,2006-08-26
8,0,60482899,2016-05-03
8,3,88683946,2013-01-25
9,3,95596094,2019-02-12
4,9,98367196,2005-11-23
10,5,35285262,1997-10-19
0,9,31961403,1997-06-08
3,5,47071768,2015-04-11
6,6,58609325,2015-09-16
6,1,26142751,2003-08-21
7,7,60753877,2010-07-01
8,5,36734400,2016-11-09
2,0,41795843,2009-01-06
7,3,40622818,1995-08-29
7,10,97233887,2012-01-23
7,0,17689370,1997-02-21
3,5,23066852,2006-07-02
2,2,75899855,2001-06-06
10,6,68541831,2009-09-16
7,3,14851863,2017-09-05
7,1,17104203,1999-04-23
1,0,39649170,2024-01-07
0,6,28175863,2023-12-23
7,5,49945103,2002-12-17
3,5,60526915,2001-06-23
10,1,95114690,1998-04-04
9,7,82257977,1995-10-23
10,6,81133098,2017-03-25
9,10,14770423,1997-03-06
6,10,24171534,2020-07-09
6,7,87234868,1999-03-09
7,10,10339521,1994-09-14
8,0,92192779,1997-11-21
7,5,98984353,2019-06-05
8,7,71501695,2008-11-23
7,5,40622818,2020-01-25
5,7,34799988,2012-05-17
10,3,32584524,2009-06-21
5,2,23266716,1998-11-22
7,3,47909155,1999-02-23
8,2,28614533,1997-11-21
10,7,66540220,2001-11-15
6,9,96465305,2001-01-01
5,6,17689370,2008-11-02
9,0,44764273,2012-06-30
8,2,10339521,2001-07-21
0,0,90568185,1995-07-23
2,1,42933681,1996-04-17
1,4,28683359,2019-07-07
0,0,82483575,2007-01-02
4,1,94965964,2000-05-24
8,4,27668577,2009-06-26
1,2,27858050,2022-02-18
0,0,58431816,1998-01-01
6,2,64418740,2018-02-05
3,10,23066852,2004-02-07
3,4,76658852,2000-06-11
4,1,95513842,2003-07-20
8,7,20148022,2005-07-02
5,5,38185466,2001-01-15
9,9,26502940,2011-03-28
8,0,82173149,2001-03-01
3,5,54926848,2010-07-05
0,3,18063979,2020-07-15
4,1,64763437,2002-05-23
1,3,10560645,2022-12-21
10,1,46291260,2007-07-12
8,3,27765689,1996-12-18
10,9,20505926,2017-01-25
9,1,65714691,2011-05-11
10,0,71424735,1999-11-08
1,3,51167802,2018-08-25
8,10,87698720,2020-03-20
9,2,93359027,2002-09-29
2,9,26602576,2021-12-10
1,3,37342374,2023-06-14
2,3,20834666,2020-03-01
8,2,69600744,2017-05-16
5,5,88442197,2003-08-21
5,3,83720915,2019-11-14
5,4,89895323,2017-03-25
1,9,85217732,2001-12-02
3,2,69991051,2023-07-30
1,2,63622237,2017-05-30
4,0,19390495,1998-07-02
8,9,64675964,2016-04-26
4,3,71662961,2012-01-31
6,2,86931266,2012-12-22
10,0,84375636,1995-03-02
2,10,37589771,2002-10-13
2,7,50088277,2000-04-12
1,3,17783010,2022-01-24
7,4,62048622,2012-01-04
5,6,74757420,2011-08-27
5,4,85217732,2008-09-06
5,1,50327897,2006-05-13
7,2,43164069,2019-07-21
7,4,65026523,2023-07-18
3,4,53434149,2010-11-30
1,3,85844508,2023-11-08
10,5,24284401,2010-02-15
9,9,22165207,1998-12-30
4,3,93704174,1997-08-05
5,4,26580234,2013-07-12
9,5,26580234,1998-06-22
3,1,61640606,2017-02-23
6,5,56512539,2007-09-30
9,0,28877393,2012-11-15
3,7,20654940,1999-07-10
8,2,40715509,2024-01-02
0,5,34522249,1999-02-28
6,6,41795843,1997-03-11
8,9,31353049,1999-12-02
10,1,65005000,2005-12-25
7,10,14605027,2018-04-13
6,2,35790735,2003-10-04
8,8,69124706,2003-02-28
4,9,72947502,2019-11-22
3,4,16816079,2012-01-28
4,3,40179770,2012-01-21
6,2,81688916,1997-07-04
0,4,58579252,2020-03-04
10,3,18261364,2019-08-25
3,0,56184325,1996-01-02
1,9,78935245,2014-06-05
7,1,92467006,2019-09-15
5,10,58812065,2002-06-20
9,2,76926623,1998-11-14
8,7,43090498,2023-08-11
7,1,36548367,1996-07-06
7,8,69981762,2003-11-11
2,1,73052280,1998-09-17
2,10,94984388,2022-04-13
2,3,88510677,2009-07-19
6,10,11183798,2024-03-26
4,9,49188233,2013-01-20
8,0,47071768,2010-10-02
9,4,35285262,2013-11-16
3,7,62220286,2013-09-20
4,10,66115792,2000-07-21
1,2,24422633,2007-03-11
4,9,60265525,2008-06-19
7,8,91598286,2020-07-15
9,2,68162182,1997-04-23
5,7,79855456,2001-04-14
9,1,68635356,2016-06-25
2,9,29449542,2018-09-30
7,1,32871368,2009-01-13
8,8,68635356,2005-11-25
2,8,69991051,2012-02-09
6,1,62049514,2022-06-17
1,1,58812065,2001-01-08
3,1,67079447,2013-08-31
0,7,85871225,2001-09-13
9,9,67849192,2022-07-14
0,0,94417380,2003-12-05
4,10,30343668,2015-06-09
5,10,76529390,2011-12-13
7,0,63447426,2007-11-18
1,9,47209586,2013-11-02
9,10,39087268,1994-11-09
3,10,33905196,2012-06-27
0,4,94417380,2012-10-03
10,2,33608694,2013-02-13
5,10,58040543,2007-12-31
9,8,57730139,2018-01-01
0,7,53803520,1995-06-18
3,8,23484142,2019-05-22
10,4,34519677,1994-07-05
7,0,88442197,2021-06-30
5,1,68332945,2014-09-15
6,9,49990373,2002-03-26
3,10,84465992,2023-01-02
8,1,71662961,1994-07-05
2,0,99038418,1995-07-05
8,0,80674924,1994-11-28
9,8,93055630,2018-08-08
4,8,18261364,2014-12-22
9,8,93473732,2022-04-04
4,6,15505445,2006-04-08
2,10,94953963,2017-09-30
1,8,77888153,2011-03-16
10,1,28210799,2004-02-22
8,9,64599120,2023-03-24
7,2,84587603,2018-09-28
2,4,68274976,2010-01-16
4,0,71662961,2006-11-06
9,3,29409436,2019-01-30
10,2,93073161,2011-05-20
3,6,21394812,2000-10-01
2,1,74265822,2024-03-23
5,7,34474055,2008-05-12
3,4,65504639,2015-10-10
7,0,34799988,2002-06-01
9,1,89175998,2009-05-08
3,3,57234750,2011-01-01
2,2,88240815,2012-09-26
0,6,47004869,2003-09-11
5,6,50088277,1997-09-13
10,10,48583878,2008-08-08
8,2,87970611,2024-05-12
4,8,20712237,2012-08-21
6,2,66714331,2017-04-17
3,8,32995362,2011-01-01
3,1,28877393,2010-04-10
5,0,49415760,2003-10-25
10,7,53184169,2004-09-11
10,0,30061378,2024-02-14
4,6,12903503,2017-01-29
0,5,92669466,2009-10-07
3,8,74389485,2017-09-26
7,0,40622818,1994-10-30
2,8,50712601,2000-01-18
7,2,13294179,2002-05-07
4,5,69991051,1999-12-09
7,0,31198986,2018-05-17
10,8,87234868,2018-05-29
6,7,57234750,2020-12-24
9,7,38082531,2010-05-04
6,2,54119518,2001-04-25
9,0,24269479,2011-09-25
1,0,51965581,2007-06-29
4,5,74735985,1998-05-09
2,6,38678673,2010-03-23
3,4,14354681,2022-10-02
4,9,84361952,2001-08-25
9,10,36926680,2023-03-28
0,10,79219136,2020-04-18
4,2,63098706,2016-05-07
4,5,77792667,2010-12-21
2,2,13294179,1995-01-21
9,0,51167802,2004-05-11
2,6,70967424,2021-10-11
0,10,55070319,2015-09-25
2,6,92061453,2009-01-21
7,1,92895510,2005-12-07
8,10,58040543,2015-12-07
8,7,69991051,2019-02-26
10,4,91509576,2013-03-09
2,4,33608694,2006-09-19
10,6,98375028,2011-10-21
10,2,45091553,2004-08-18
3,0,61567249,2005-12-18
4,6,99038418,2007-10-20
7,6,37422043,2000-12-05
6,7,84817022,2009-07-18
7,0,85137689,2016-06-09
4,8,75751647,2010-02-28
0,7,60753877,1996-02-24
4,2,42801318,2006-06-27
2,8,44249000,2018-09-13
8,6,87439556,2021-12-27
7,6,14332229,2019-11-27
5,4,53908604,2008-03-10
9,9,16517864,2005-11-10
6,5,67120028,2001-11-22
10,1,60753877,2010-09-19
1,5,89987015,2001-01-22
7,5,84441581,2012-11-07
7,9,93473732,2003-10-14
7,7,41843652,2013-02-15
0,9,29786625,2003-11-21
10,1,82832402,2009-12-16
7,4,25447759,1999-07-24
4,6,36624356,1998-10-12
4,5,42604619,2019-05-04
9,2,90689505,1995-01-21
8,5,53803520,2001-12-11
3,2,91068711,2022-08-22
10,9,96167592,2002-05-08
4,8,10180100,2010-08-29
9,8,80265331,2013-04-03
8,5,77285617,2020-09-25
2,0,63429864,2018-06-27
10,10,14323441,2016-04-19
5,5,20607360,2021-07-29
0,3,33998566,2008-09-06
10,7,10374774,2000-04-30
9,0,60862025,2009-07-21
8,3,22562399,2006-08-04
2,5,47356824,2004-04-19
1,10,85137689,2023-01-01
1,7,75899855,2011-08-01
10,9,88972698,2002-04-09
6,4,36152028,2001-06-14
5,6,31286187,2020-01-30
8,3,47554791,2005-01-24
1,8,71501695,2006-02-27
1,0,17546347,2013-07-30
6,8,88613730,1999-06-06
5,4,19750664,2003-12-05
8,0,32584524,2003-05-31
5,4,67936926,2022-03-16
9,3,61519583,2002-05-13
2,7,96976448,1995-03-18
9,9,76646857,2015-11-20
1,0,80674924,2018-07-24
7,3,23706113,2021-06-30
2,7,81923905,2006-05-04
4,10,88972698,2016-04-03
9,3,76658852,2002-01-10
2,1,24992225,2024-05-29
10,5,68242152,2001-11-11
9,1,77630621,2011-12-05
1,7,84961538,2013-01-09
5,8,29995860,2018-11-10
5,9,68780426,1998-01-21
3,7,79111377,2019-03-10
2,8,65265290,2022-11-21
4,10,54802333,1995-06-12
6,3,93290645,2008-09-25
6,0,34320651,2000-02-04
4,4,17546347,2013-04-26
4,9,64599120,2012-03-23
8,0,51901147,2023-06-23
10,1,81242133,2014-03-19
1,6,81688916,2008-10-11
8,5,14851863,2010-01-17
9,0,93381033,2019-07-28
6,4,49748203,2021-10-20
10,3,30593658,2004-09-14
10,5,57794851,2022-09-24
5,7,81133098,2001-09-22
4,0,40715509,2009-07-19
1,3,36704808,2019-01-08
5,4,49188233,2005-03-28
0,0,82075516,1998-03-09
5,7,76526122,1999-07-01
9,2,98676578,2008-01-28
0,4,87104767,2003-07-10
0,2,62380317,2013-01-31
8,1,69486508,1997-12-08
2,7,26602576,2013-06-17
4,8,71416198,2020-03-31
1,7,46195318,2012-01-25
7,7,93055630,2001-05-31
2,9,84817022,2017-09-30
8,4,88972698,2017-03-19
9,10,54688114,2009-02-14
6,6,99733155,2020-05-11
9,6,16215739,2022-09-12
6,8,67374374,2004-04-09
8,5,28614533,2000-03-16
5,5,67374374,2006-10-15
2,3,65890405,2019-07-14
9,6,63753560,2007-08-17
4,10,65265290,1998-08-07
8,8,54375805,2010-11-17
5,4,33923559,2021-11-16
7,1,57234750,2003-04-17
1,2,52631631,2014-11-19
5,5,88719636,2017-06-18
6,2,12258828,2002-10-11
0,3,55070319,2007-02-10
0,10,25778692,2001-04-24
10,0,51230033,2009-08-13
9,6,58202764,2020-06-05
3,7,58431816,2007-09-01
8,10,64301440,1995-05-01
1,6,64068427,2006-06-11
5,1,91068711,1994-07-05
0,8,71115341,2021-02-12
6,10,43020494,2002-07-07
7,2,73182977,1998-05-10
3,5,26502940,2001-12-17
8,6,86931266,2023-09-17
8,4,10083038,2003-12-06
1,7,78697313,1996-02-18
10,7,81595652,2005-01-23
7,4,28036976,2017-12-18
6,3,37805387,2014-05-27
4,4,79063223,1996-02-09
0,1,97424805,2010-03-22
4,3,29449542,2007-08-12
2,3,61567249,2016-01-24
2,5,81133098,2011-08-21
3,6,79855456,2020-02-29
2,0,65376627,2000-06-05
6,4,22826934,2023-02-13
3,0,53521213,2017-07-18
2,3,42091394,2009-07-21
1,9,51965581,2022-11-04
2,6,44249000,1999-10-01
6,4,47991950,2004-07-28
5,10,38678673,2023-08-03
6,9,74962032,2005-03-24
6,10,68481064,2017-04-07
5,7,60862025,2009-10-16
4,0,47315507,2023-01-25
10,9,25753023,2001-07-19
5,1,84275700,2017-09-07
0,8,78935245,2008-08-27
6,8,30097483,2022-10-03
5,7,89434515,2008-05-01
8,2,36418594,2018-06-24
3,4,74962032,2022-06-27
4,10,23932683,1996-06-06
3,6,41334825,1995-12-13
8,5,32584524,2015-06-11
3,1,77285617,2017-02-11
9,1,95799270,2018-06-20
8,1,30343668,2000-04-21
9,5,69252184,2013-09-01
7,1,68274976,1995-01-09
6,4,28036976,2006-09-05
10,8,19750664,2022-08-14
1,6,69128475,2007-08-16
8,0,42687545,2001-05-30
5,3,47004869,2020-07-10
9,5,53803520,2008-08-18
5,8,52946593,2018-02-05
8,5,54706807,2012-11-17
7,2,92192779,2005-10-24
5,7,79490062,2023-08-28
10,9,94984388,2006-03-02
10,6,84817022,2020-12-25
7,5,92061453,2005-06-06
9,4,10437069,2011-12-18
1,9,36926680,2006-03-18
4,5,10180100,2024-02-06
5,9,25165121,1999-10-05
2,7,62189117,2021-06-18
10,2,25165121,2013-03-04
4,6,59220096,2020-04-30
10,9,89175998,2022-08-03
4,2,93381033,1999-10-24
8,8,80385675,2008-04-17
8,9,69159576,1998-11-07
8,6,33998566,2006-09-10
1,10,95799270,2013-01-05
0,3,78138682,2006-11-05
8,2,74265822,2017-02-09
1,7,62538411,2015-09-13
8,1,77630621,2015-06-27
6,9,35465872,2008-12-24
2,4,95513842,2003-03-07
3,10,68332945,1996-05-24
0,2,18261364,2006-10-11
1,1,40622818,1999-11-01
3,2,10560645,2003-09-29
4,2,12276465,1995-06-01
6,1,93473732,2000-07-17
0,10,20654940,2008-03-20
9,0,38191142,2000-02-07
6,6,81244349,1996-03-20
1,6,68838561,2020-03-26
7,10,23266716,2022-08-23
8,0,94984388,2022-06-11
0,8,47356824,2018-07-18
7,0,85444955,2001-12-30
9,7,37179206,2020-09-07
6,0,37805387,2006-12-16
7,2,36152028,2006-01-01
8,8,46259631,2021-11-04
3,10,74392394,2012-06-06
2,9,68481064,2004-07-14
7,7,51395668,2016-11-09
9,3,56184325,2019-01-06
2,8,20834666,2010-01-11
2,9,65005000,2017-06-26
6,3,38789274,2008-03-28
1,8,58585063,2022-03-31
8,8,56966198,2000-02-19
10,2,36152028,2016-03-21
1,9,95596094,2015-09-18
3,9,89089147,2020-08-03
2,9,37179206,2014-11-12
1,7,54612077,2000-05-25
8,1,59434201,2009-12-06
7,9,20607360,2005-04-01
1,0,31211505,2008-11-02
4,7,44744114,2001-10-21
1,8,59220096,2017-06-09
1,4,41141493,2006-07-24
4,4,74389485,2004-04-17
0,6,20182096,2000-01-14
0,2,31286187,2015-11-04
8,6,18743272,2006-12-18
8,9,96976448,2000-06-10
8,6,54916618,2000-02-15
3,8,94965964,2012-07-11
4,7,57599828,2007-12-17
2,2,65026523,2010-01-13
2,1,46259631,2008-10-23
6,6,96167592,2023-08-24
2,2,42933681,1999-02-04
7,7,63756847,2019-02-21
4,2,16517864,2015-06-02
9,2,20182096,1995-12-13
0,5,22274488,2004-10-15
0,9,13514391,2006-12-24
0,0,96167592,2017-04-02
10,0,79833656,2018-11-25
5,5,90276023,1995-06-26
7,8,78909004,2007-11-18
10,3,59308030,1995-04-19
3,6,13514391,2002-11-20
5,6,23056259,1995-05-10
10,10,98367427,1995-06-07
5,3,22645089,1996-01-20
5,1,67182726,2012-12-09
4,0,87729037,2023-11-15
9,6,21366860,2012-09-01
3,4,43742250,1999-08-10
6,3,63447426,2021-03-09
5,1,62626423,2002-08-17
10,4,82483575,2000-08-03
6,9,70036047,2015-02-02
5,2,51333239,2016-05-02
5,9,76346371,2022-01-13
3,3,93381033,2004-07-14
2,6,83614050,2019-05-24
8,8,61567249,2018-12-11
3,4,85289591,2021-08-11
2,9,96976448,1999-11-23
9,9,86457588,2002-05-18
7,10,68274976,2002-07-16
4,4,71416198,2015-02-25
5,6,60337456,2013-02-24
6,8,22631541,2016-02-24
3,3,42687545,2023-02-07
2,5,12684061,2011-09-15
2,3,84921012,2008-03-30
10,9,40622818,2013-01-13
9,0,50088277,2011-07-27
4,5,22165207,2022-10-28
4,2,47356824,2013-09-20
4,3,47071768,2008-09-21
0,8,31353049,2003-01-09
6,9,37422043,2008-07-16
1,9,56896087,2010-02-05
3,5,23706113,1998-11-27
5,10,80576499,2015-07-16
9,7,81526632,1994-12-17
10,2,62049514,2000-08-09
2,9,36548367,2005-04-23
2,10,73182977,2018-08-24
3,2,91927949,2023-11-13
1,3,65774699,2016-01-15
10,3,52946593,1998-12-08
4,3,82257977,2008-01-01
1,1,38678673,1998-11-14
9,1,83225137,2010-01-09
1,5,29432790,2003-04-08
6,8,25447759,2016-01-15
2,2,45831677,2005-08-20
2,5,77722680,2008-08-08
7,9,92877492,2012-04-11
7,0,10560645,2007-01-06
7,10,47209586,2018-04-20
4,9,94590009,2002-03-20
3,6,64675964,2001-01-12
7,7,42604619,2012-07-31
0,8,43005754,2011-06-27
3,1,69093782,2004-07-12
2,7,14770423,1999-10-11
3,2,84128176,2016-11-27
5,6,59434201,2021-01-18
0,9,32126439,2012-05-26
10,8,38371804,2003-06-01
0,10,54926848,2008-06-01
7,3,29409436,2007-09-02
0,1,84587603,2018-02-26
6,1,54756011,2016-02-12
4,5,81526632,2024-02-16
5,3,26580234,2017-09-28
8,3,49794565,2008-11-28
3,10,63098706,2004-08-12
10,3,26580234,2015-01-17
9,8,66869461,2007-07-10
9,8,79773247,2014-06-27
7,1,60337456,2023-01-24
8,9,67120028,2002-11-06
5,2,61519583,1995-05-14
0,2,92047972,2002-10-08
9,0,88510677,2005-06-09
4,0,52597474,2007-12-23
1,3,54688114,2011-06-16
9,6,58579252,2020-12-06
6,6,84921012,2002-05-02
10,10,22645089,1999-04-13
4,2,58097606,1997-01-02
1,0,30097483,2022-06-05
1,9,38789274,2013-09-14
8,4,58737927,2017-08-21
10,10,92022967,2023-02-08
4,1,84040094,2016-12-15
7,8,60862025,2011-05-15
5,3,86948352,2021-09-10
3,8,92895510,2007-04-24
3,4,94519224,2012-09-13
4,4,65774699,2006-04-09
8,9,40145642,2004-07-13
7,3,25753023,2004-12-25
2,5,25000532,2014-04-07
9,0,43614848,2002-08-24
2,5,66744972,2004-11-24
7,10,61767245,2009-01-15
3,9,69124706,1995-02-17
1,0,15774304,2015-03-12
9,8,27668577,1996-02-02
8,3,38434399,2007-07-08
9,8,64542998,2015-01-15
6,0,96465305,2014-12-09
6,10,18568259,2010-02-10
0,6,17689370,2015-04-15
1,10,92022967,2014-03-21
7,7,21484037,2017-02-09
2,2,88442197,1998-09-01
10,6,83076591,2001-07-15
0,9,42801318,1996-06-03
2,10,68913752,1995-10-30
0,6,31961403,2011-03-13
3,0,68274976,2001-07-27
10,4,28683359,1995-03-05
5,7,43164069,2016-02-14
0,8,42365668,2018-08-17
3,0,84817022,1997-11-26
5,0,50229830,1997-11-17
7,2,79833656,2021-10-25
2,4,62380317,1994-06-25
2,8,88392970,2010-02-23
8,6,89434515,2000-05-28
5,4,87056422,1999-02-02
5,9,27668577,2018-09-17
10,1,55571336,2023-06-11
