dni,sueldo_hora,cci,numero_celular,horas_semanales_trabajo,esta_activo
79384812,98.9,60644529642133699907,785195221,135,False
43346959,0.9,52780446446769541253,450770776,149,True
66517452,98.4,84419354427397352185,854177501,51,True
27647420,5.3,04892958489409101841,647223704,126,False
60241816,17.5,43459841868434471170,924956030,112,False
94165825,19.4,04463584201156259539,637186496,57,False
51431446,37.6,41855636271666530804,611257022,39,True
56575788,21.1,10869358870201202122,669017687,37,False
52112343,62.1,13505053342858202023,928677589,24,False
46818334,10.6,68823871287020392283,286464499,12,True
36365518,70.0,26014277553547639565,439180587,123,False
37314641,16.4,29896688277729082422,467657293,41,True
32795132,31.4,85304101309058999781,355550371,55,True
55656392,38.6,67296128322135761295,545575197,54,True
13260655,62.2,56251289047110563664,278537781,135,False
16005069,45.5,08298996718504043986,483414565,134,True
11141886,35.3,70308321419188152771,812142319,50,True
32293949,23.8,54886355681955490242,823153601,153,True
66575689,83.4,24157935382574670802,513846370,55,True
15074147,11.1,44887563786579947136,986798685,16,True
35158413,61.2,13025275836671356366,740234319,111,False
47205417,42.3,64894320399304874052,946524536,159,False
18199729,91.1,27153363398078936277,522093742,21,False
89725589,11.9,99781945172015333583,985453726,14,True
88782437,64.8,87439991982844735524,546710307,142,False
62871625,58.7,76562130848062928197,333870966,93,True
75016791,36.2,71261363241096395981,929058875,119,False
88770308,87.7,59650977857822637952,495275491,83,False
56157204,93.5,39266012217278848160,473330624,163,False
96806019,83.2,16616617680206182952,324814389,64,False
39623043,59.3,20892946940660177208,733670708,57,True
50685182,23.7,71920048342892193273,579063945,159,False
98096521,53.2,28566201366628289787,261475535,129,False
41759570,37.7,40253127149031905561,794643149,12,False
49437137,8.1,22110277057317793233,457605664,48,True
59270351,26.4,54243735748470167423,358521312,124,True
64050142,34.0,42417334603777179229,624941129,143,True
96619349,83.5,51008465147232160595,756523171,139,False
63177361,63.1,25208478471653254024,656859724,138,True
27253764,22.4,28645838053172961638,671699951,10,True
69436883,53.9,89746983499050505569,229253557,55,True
41467718,48.8,64806099685090884771,292874728,120,True
15336760,47.1,47128740637542536139,972338609,84,False
49308431,38.1,70930222867167915515,242586214,139,False
63786643,65.7,07990695091407859867,943208786,120,False
83814174,6.4,46887887391937534844,353339050,121,True
34134907,11.8,80671207950506664959,223338894,21,True
49392187,14.8,27163282179236037257,884763558,73,True
34825623,61.8,65130910280454573220,791054605,115,True
67215552,62.3,64286953891987936310,479683437,122,True
99444257,58.2,86762629311477182419,898726792,137,False
44166506,83.1,17990495000812420808,777334408,109,False
42181343,92.3,17677917912704184700,620840692,106,False
42272734,26.0,34461201831938620877,540769140,38,False
92070474,64.0,39147967868098675505,398452576,147,True
37134691,18.8,20958363276935747773,929012212,48,True
41643711,87.5,33184272397215386204,721025712,51,True
55689037,16.6,85506936332473315729,312534004,2,True
87435364,22.5,51993488484043886331,562574665,123,True
74550016,56.5,85946183836683970764,232191147,130,False
19370445,26.6,73945745462987913322,713620190,165,False
21380808,87.8,32283917482073544701,916828027,70,False
37065203,12.1,99160444737013828306,234061766,155,True
33177625,59.4,81925375737342116744,641522585,152,True
41746403,32.7,34034762133853186959,617214687,152,False
68250573,15.4,38678677111604345229,795227736,41,True
52111533,94.4,44685916256167292871,280169528,110,True
26679093,44.9,91833296227781430432,651312743,97,True
96615827,60.8,62616092968733893580,269636588,51,False
96749934,2.0,22937666471729700934,627664865,142,False
72239777,94.6,79743103840516626509,998480802,126,True
46540848,6.5,63499646181816259032,810413795,31,False
13085551,71.3,13212911672125738996,481121370,38,False
12068180,67.7,31202963461792762478,543521532,79,True
75941127,74.3,61576888187221546001,513042893,87,True
11340937,38.4,94801986796701732827,524717302,57,True
31784650,65.2,20266671892805664269,928424379,70,True
18470042,62.6,89168943565208179161,691569609,158,False
71348847,42.2,24790044268148478573,713951991,46,False
26878835,44.7,76735229123603805675,915444148,30,True
88032501,37.8,38924040271290933958,522373059,71,False
82874268,23.7,99694328597439674267,532940287,112,True
91461636,61.7,82394787425683031359,630383691,3,True
32225955,75.9,13473034423412147509,872638872,63,False
44706736,50.5,11084967974184656786,824082369,113,False
73991412,19.1,35448492179504437034,688151410,122,True
39965126,56.8,67289754429812581610,245482081,51,True
40457249,67.1,65471566438933288449,336830132,84,True
65040184,7.7,39354769955080509853,836015467,152,True
78914422,71.7,74912842939175562273,955111673,138,False
53831467,62.3,27947177974874849844,782776912,42,False
33114215,46.8,36267314790968249327,491415437,104,False
43703861,18.6,51042195553616712294,447433018,1,True
96520566,5.8,28750282326970563365,648111481,85,True
47187740,96.3,70241298409860495877,529054386,146,True
98896349,99.7,49191755795815930414,749210324,15,False
71309585,3.3,57238794749685585301,813892531,147,False
22615402,57.1,88708974291320472946,245898932,122,False
73752783,29.2,17711104976399915774,551246761,10,False
54769822,31.9,25479577468604480588,472710106,113,False
95894041,34.3,89786976517412500077,434667988,73,True
64014453,72.0,92302430841909385114,321814617,90,True
64712935,86.6,39472370162421302101,494302935,40,True
72309662,79.0,03780702345566072290,497292804,126,False
41882571,4.7,57424139715631600179,768528234,157,True
80550959,35.3,43317614349278507534,318119056,99,False
48152989,49.6,79943122781043489070,249167463,78,False
14901016,51.5,64012245574753505667,366190699,153,True
14459041,53.9,83558635370764169653,970785691,119,True
40768458,50.2,09007136347013910023,519569362,80,True
59067022,62.1,32071158708236663064,896531389,80,False
65505249,45.7,48702580695890137084,876156441,119,True
19240193,28.4,25879393029010367409,296811207,67,True
25495859,4.4,47473018647753090351,669964729,89,True
50885504,29.3,33874361573097801664,749550090,63,True
13531023,60.0,14205606607935364527,742655956,161,False
75375018,6.9,48282528691520883108,684326951,117,False
68404828,53.5,11344535499965784664,560024038,17,False
13444895,35.0,42505171911089544129,578340939,161,False
55441286,27.5,10104222368660844734,398442783,63,True
76773250,63.4,57587231039411764218,246574957,152,False
35423860,64.3,78402373670760840917,593122916,133,True
60046025,8.2,21995444667355337698,834687061,130,False
78426489,24.6,00830230997645981818,497688368,135,False
53157523,18.1,28341668901311017638,517601559,158,True
29272278,48.9,44157018782072332778,445707926,120,False
51646142,68.4,54530512033839976207,656178538,107,False
56676423,4.9,70519375866632330143,897567815,76,False
73249089,22.0,33941966849847801322,380619557,47,True
50940702,4.2,52961957384179253624,748529352,95,True
64700497,38.4,72111566671313187274,891286781,86,True
64678029,7.8,23400238625695576469,424660270,53,True
84562127,80.7,17748183383047494074,435448858,116,False
53452763,73.1,65321847704195952671,328125236,23,True
37020947,76.5,46549135567063521372,618557753,97,True
31670556,77.2,37357371891036390448,859002911,133,True
12960941,59.1,61259638805533455949,318919892,85,True
95069072,89.2,73705891458463538088,863145469,74,False
97469050,77.9,69747948971552208816,233769854,156,True
17890136,36.7,85896048132577264413,518467171,132,False
92547597,29.9,94764506408669807775,578022033,79,True
24456781,16.6,01211931055090939159,716246161,50,False
63604645,57.7,31732836153200395115,310751743,44,True
79428438,18.4,48173216348187388964,481465668,109,False
47214970,8.9,81468584923534156276,735646467,126,False
28742820,62.5,60738797070943632332,698572773,14,True
24262199,97.2,47524518645310682681,751805792,112,False
67885319,48.8,14970312692953429655,365255135,11,False
88664393,43.1,37124480237010123719,711605398,166,True
84325249,95.4,66688143410838271558,797520016,99,False
10736053,7.6,84968565516731163190,334035026,26,True
19986047,26.3,83389624532449233954,724805334,13,True
31238737,71.9,73650893589327751570,726215995,129,True
10799409,45.1,30284450845074007265,886234289,149,True
22965984,46.1,48421245366611506275,914850015,70,True
45703865,73.7,73693828882811035552,829742537,92,True
59584476,3.6,08435155916194188826,777021759,159,False
23414556,15.6,21451717078737736811,225494048,144,False
70607739,78.2,97491246840771720211,420638225,5,False
60374283,2.9,11207648791021494982,978386252,42,True
24479095,71.1,60164245718227024311,374540713,105,False
16285679,56.7,66043335559561873768,649233474,123,False
44429734,98.3,79044922944786348732,653454156,69,False
90272793,0.7,19335193997281330692,372503856,85,True
88177927,71.0,11872419924926454744,615716438,138,False
90796567,71.3,11405277848107215452,445048323,132,False
96098620,12.6,03827656487912254971,439116277,61,True
88198467,41.6,57653807389392045751,595996810,128,True
69897661,49.5,52525014005383904532,311660374,82,False
47849028,7.5,97501131863567316998,893057593,107,True
68364936,7.2,02956799691008216342,653784502,131,True
65848453,94.0,72698156662440671014,859590247,98,True
57165274,61.2,60758143060207648237,941021578,24,False
79146492,58.3,82978788594583887046,575232804,69,False
63694147,12.9,27962388448975942879,732919409,136,False
80283069,5.1,62731604070716583963,391090694,154,False
70606979,92.0,79847180609263469094,776509927,120,False
33166644,69.3,47586269646469612960,866153662,119,False
84152176,28.9,83051265251001324556,516444843,156,False
76916272,21.5,85757816905704584398,741310391,98,False
33359001,26.8,62899548188426873937,620388824,17,True
46935666,88.7,56324714214594622006,676470718,34,False
39517253,64.2,65956506339812255875,771105194,29,True
22824778,68.6,67263459985775319760,218508078,75,False
47777362,94.0,60363661970759614362,673927519,82,True
17422679,17.7,29537620884992634219,289519336,99,True
73149324,32.1,06802662298080856076,328632681,122,False
53459161,23.8,00767858315972973042,364076085,94,True
25299837,80.3,88155506715284514600,237244077,15,False
61969130,23.6,07264691859858606111,710329629,92,True
34131292,85.2,34389313013465525512,758805173,42,True
28195085,80.4,93186516539919341747,728813103,36,True
31851925,62.0,15848530495207567548,773438551,147,True
88176999,26.7,11174974541274715784,363146838,97,True
98960578,70.2,60429732566200736857,916243811,118,False
18540641,48.0,78144044100274988330,945016284,8,True
58011925,33.3,01306553873593791583,223418015,135,False
93430190,26.1,01546971277976152688,539325153,90,True
60618018,84.2,59746113738369158700,346045822,167,False
17983565,6.7,30969657410175394328,523921049,56,False
80091545,86.4,59254003856236987838,735633766,16,True
45543953,67.0,24084473318427903904,654367921,33,False
14839029,99.7,89352480195753335410,772421710,114,False
35696914,70.1,67065598418496274539,623717399,115,True
43683578,58.4,03939393397757361827,543496933,3,True
30289389,37.5,01163957350966104550,756254835,95,True
58113136,52.4,94005257716813544073,710753769,35,False
97428906,2.9,05581680436323153915,870060968,24,True
62870807,79.5,99987217431497419589,234051068,8,False
78343778,30.8,25155823930391425659,981788031,71,False
92360474,76.9,46525240614580826374,356001378,3,False
63426232,52.1,13774767178704880376,559278810,98,False
62266286,66.0,22744467151893708341,788827893,27,True
38724335,44.2,59008434016776654734,933802057,70,False
51587791,86.8,82226366893692049939,459069099,164,True
32695751,34.8,09380728048450319598,932148064,98,True
77069956,99.5,93758070409587913221,981574693,31,False
56188179,38.1,26475021766661190971,352323922,15,True
80214873,8.8,86578187392260441993,335721218,152,True
97194346,58.5,42020823300946349196,744866801,154,True
57615166,56.4,27019057679732009693,331941682,110,False
50764283,21.7,68402786433330003982,414009638,100,True
44011357,35.5,97898742705428923547,582111026,164,True
46751685,15.7,56751398915411240799,252861093,84,True
26689176,34.1,03371331125758114996,736449058,4,True
10065595,9.1,83358563224321932482,664426624,22,True
36687605,92.7,04288973891613387924,938465057,167,True
32838899,21.8,67980773263804746394,493353911,134,False
93750148,13.1,52783607089195700367,540159257,138,False
26410509,96.6,16124806042643815469,381636426,13,True
74562729,21.5,50441183118524467877,368007785,100,True
69559839,15.6,75332248176963464709,217232796,119,True
12721827,49.4,52900256701455056950,229422066,105,False
96220533,65.5,71192902739136258685,680387204,53,False
90099741,99.1,57735481822441090918,877511185,150,False
19442417,49.6,17490963154958820853,461639350,113,False
27309433,89.0,28536833012606775710,239453193,167,False
93365070,15.9,30798482233098119383,778312948,73,True
46629328,71.9,61369417354164282810,928831347,100,False
18052728,61.5,38291553992265026592,379722111,9,True
54209947,78.8,25803909784506942954,494072097,2,False
54273359,9.5,19348098774256454265,538895707,161,False
19445039,62.6,55703281041258735548,771283944,118,False
32813450,49.2,02622064997566731339,877985806,29,False
97563440,14.5,43939395284938197865,640475063,151,False
70726082,83.1,17531547784142179504,949148080,133,False
94148131,84.3,84955263203700312913,744360666,118,True
81500856,4.2,34518928720943005990,528141502,27,False
16770563,86.7,37444816207657607913,557443363,53,False
85365979,94.9,17540336540824005041,432396527,158,True
71672211,48.0,16427064816124640247,818389929,79,True
21392729,62.0,17086557076566566863,877599288,143,False
57216906,49.6,06048339421037121367,568336474,11,False
12765344,46.4,64844364899255493174,211121962,81,True
32568297,72.0,32814815697306937220,579061360,37,True
34288325,64.1,46535627403375768224,440458013,64,True
85891875,57.5,45759148662572181449,379374843,87,False
10649061,6.0,53361989537635139329,487865745,97,True
12496111,91.9,43990973161199389488,940496700,67,False
33789587,49.3,17993554552195760503,386342349,73,True
99519923,7.8,13240465350618698426,382786270,64,False
46265750,23.7,49486088910225151441,949340913,82,False
54122895,61.8,39496972208399762404,263425167,146,True
65834028,74.8,86105190306102047034,356597453,162,False
39958779,89.9,16035024843944970529,991151169,96,False
41311241,71.4,06313781323697736502,957607500,33,True
56800323,9.6,29848999180575239830,261689569,151,True
86362569,12.7,13595031428078585382,536897004,62,False
72084624,60.8,23787084384528463823,792189017,130,True
31562897,67.1,01152958577851165431,354327969,39,False
25200944,65.9,10670363895144548751,910621581,53,True
37609056,44.2,31347117204525625600,745983801,146,False
83512907,64.9,40493914017651833342,635179875,141,False
24660063,48.0,04963610789113127750,675113703,132,True
75388805,52.6,17931424088612236251,468807629,57,True
83247982,90.3,59967025653722403212,564364281,92,False
30254752,9.3,85344935043407659985,233339793,160,True
45595217,26.7,50247059335962248630,493769693,70,True
33520678,70.2,96759257409273093707,781791715,52,False
39420337,26.6,77939598528994528972,444848869,54,True
48039682,18.0,70451796535336593228,530893536,138,False
20755241,86.0,89723757003231524087,667360164,79,False
79462846,66.7,95070887798517803595,915614693,72,True
86356155,58.7,21497100008626622023,455207441,88,True
59201496,40.4,74188878185524101068,828842743,147,False
52157941,69.5,76635142560770578824,783012382,129,False
26458755,99.5,04822446665086840520,859074551,2,True
60100988,35.8,71696813283558969695,480502890,142,False
68722471,56.6,23759986154348672375,820049321,65,False
24909401,28.4,26332905277651877923,346881340,119,False
14458257,17.4,86046940981466744854,340825214,163,True
74721605,80.3,39237681943798734338,288049645,22,True
93113239,48.3,89179619990420925266,518599264,86,True
94697122,64.7,09482716272516090012,762174243,125,True
32174170,2.4,63202259691864008536,442043868,114,False
64104811,52.2,52301136291457082661,899951901,160,False
32689669,20.5,29622351616651724832,379421160,33,False
56254412,81.5,59457448190481342960,211146861,135,False
86097267,96.5,61845624011371807183,879203671,35,True
26625751,78.6,34341675765542012166,788098985,33,False
73102102,25.2,13393141983244032503,244746971,162,True
94341340,1.4,04347875987114773143,944625520,86,True
88615021,75.0,78500700693517094242,615524657,109,False
68638997,82.5,74739456659334292706,374318489,108,False
67278284,26.2,20997769246712655502,696727291,31,False
31665735,89.9,53364082167843062669,766018121,8,False
40264940,8.9,45690869448467629058,999259171,78,False
11035973,5.7,75147771536044882385,952125148,6,False
56881867,29.4,76728390256135997174,574078719,78,False
41157142,54.7,53028496870627685191,977272531,158,True
15460052,7.9,84693439602591637032,485390094,18,True
19882637,40.0,28236022665360591325,666886094,75,True
52430742,7.0,76658370876918413401,642044133,60,True
28686251,8.6,00452868135687000199,655617803,4,False
99559903,10.2,62217070089567938463,699840493,160,False
74488013,9.5,65939605374379393257,885822125,140,False
34780657,56.0,48111241767547819057,867361979,135,False
57882098,50.9,34235632301273390623,676073952,22,True
30040254,70.4,24546588205750356383,963723325,33,True
83932142,22.1,95178377254961939809,758735058,103,True
71065417,24.4,90404896925360142666,771608849,138,True
14958718,91.4,60610713073449259333,949580065,153,False
65905549,95.1,29055824687584289010,724598247,71,False
44501837,26.2,13507345796644487627,951310997,2,False
24132985,74.9,10107438211164855148,478341806,35,True
41546742,75.2,15040360953462137614,912924749,27,False
52141048,41.8,62565395801926192116,921831306,31,True
87298448,65.4,82991243271667865383,997110822,4,True
25867678,61.8,32909042851835636155,729399105,124,False
97721689,80.3,30172468520569582319,620673608,80,False
27079823,28.1,64531056760510695737,513779704,106,True
77720781,90.3,89279002677397192018,875327438,82,True
82541419,4.4,80612962609759651058,935163637,117,True
84139596,94.3,55975194653550783700,688139455,143,True
63358958,34.9,86434770777158906444,748114771,131,False
97765378,46.6,32454934229271505617,317293777,25,True
87517585,16.1,18477724677842897302,953736631,161,True
55233349,46.6,84274745905863971219,335582571,44,True
28153467,78.1,38561784269578953198,291428234,122,False
69671308,21.1,98366176152241516535,510886700,44,True
41095692,29.7,19599471723082151422,279085740,45,True
63921726,37.5,64490300686493661671,851021070,83,True
67942838,99.8,41541555691754753445,575313201,33,False
10599531,43.5,21679157358201767754,623745572,11,True
82633494,37.1,19639040990306993739,980169271,152,True
38628023,74.1,48650628583076687550,432425333,11,False
39580886,39.7,98611597833964060080,735168820,99,True
19532085,41.3,28118017939055212085,922129013,118,True
53648405,72.7,96543665861092075450,244800096,50,True
58902267,46.6,18945633010568069687,633577928,154,True
18193085,7.8,60055218137216887890,536425149,4,True
95551606,40.9,15449907848029545563,412770929,5,True
17913508,9.6,20719690550083426883,456022923,94,True
75810150,17.3,67961427047821516543,614349245,94,True
31148358,18.2,82512100303712952112,260413813,70,True
62938809,98.5,05946457394844575514,880939440,36,False
51186726,91.0,69348962309098339700,856749289,21,True
46302363,82.3,79289356380108918398,592045483,92,False
47056270,43.4,36408050953720252978,234702617,9,True
91272303,21.1,08840546981265294178,245017864,88,True
48126950,68.0,96048121977719529912,918018757,168,False
64196332,36.4,81320132401032286060,212604795,81,True
25371041,87.3,62765657265917063251,259787147,74,True
68576544,3.9,69271801882921366334,971205919,20,False
90265746,18.9,16208312368095059807,875237390,133,True
79691785,90.9,32585864190252543295,867245765,149,True
54111946,72.5,16811198094180602412,827970624,88,True
98791798,8.8,54573159818737215899,336794879,85,False
70351762,24.4,34199806290254731922,791463860,120,True
28822733,82.4,69251077324931067144,719681658,80,False
21912278,77.8,21383875856313491118,880340021,46,True
77761503,23.0,39989636035001950980,913346377,99,True
13376405,75.1,85517685274113694769,532010294,16,True
66228594,32.5,31791840460333956285,880203817,94,False
71893348,52.7,10207049789120889306,416085763,165,True
46177887,18.9,49881045106284839274,752756328,158,True
12136487,24.7,65632316548568190720,298026671,122,False
50607695,49.3,06575928454982088675,673732906,167,False
39103850,78.3,40540354602247364892,247119826,28,True
60679744,14.1,60970549888343465857,734177366,42,False
80335127,24.8,53112881829858516595,685549700,103,True
28026523,47.0,86100358995944664894,772070505,40,False
98901229,30.9,87640963918003098604,284130534,154,True
80499250,25.9,17897953125849059484,673765571,115,True
23235433,11.0,14609307317290591272,760798950,113,True
74393489,94.9,23141452512466584760,430132583,43,False
29753245,46.8,59145987472939019542,977714372,74,True
64439395,68.4,53279465533183252142,521445510,30,True
59255443,40.0,51084126066168778808,664322634,165,True
12933453,79.7,41060160341301627183,458706492,148,False
89523849,39.0,44350598693889764730,694439805,154,True
35540710,59.8,25691266955180497761,518776944,109,False
52676942,19.3,51805583376496909607,598727387,115,False
45460376,65.8,93168297343491882084,714896128,64,False
29555187,66.5,34017038785388081034,313054880,50,True
25059282,60.9,48336312310265400870,976215036,71,False
51051217,24.6,42239442358456807389,830241704,15,True
35140731,68.3,23354357866019354372,411882804,80,False
98757908,1.0,12968947413195849192,951942595,135,True
92959007,29.7,35190344338528222406,855612490,100,False
99986627,95.6,41705607701997873649,566668133,14,True
33266140,79.8,74292715885166130550,676203017,8,False
88240495,34.6,01277447297325773349,274993285,88,True
32432792,94.4,53501490918164247742,740227200,25,True
54616526,27.6,82376358890322377647,599602957,11,True
82891390,28.1,81496731912461249722,576932549,124,True
72487400,94.9,44413001992197739145,778551147,102,False
24756282,11.2,47341934063167710140,691460498,103,False
57307931,4.6,63684695520491742755,997575119,58,True
36211399,91.3,93899097190824438734,463719020,22,True
92833970,95.1,75112902854268372002,280076029,100,False
81051473,14.5,89236057820695149694,363542342,46,True
22774945,61.7,49228961383373257708,211371556,24,False
11487266,77.3,66930568049245480492,688819652,167,False
26328530,26.9,44949465029522755075,877454344,29,False
42501544,8.8,90161565657635331545,481245883,71,True
91941594,69.7,61654008645382730776,267610710,123,False
79712024,29.1,48087913336581086876,873394621,123,True
20751145,32.9,98343805402664800291,234956832,74,True
64015578,39.0,82622553196512729567,434556025,70,True
36205006,19.6,63747157402014258373,820551662,72,False
65884948,84.1,72378013507001205067,359640031,119,True
52962095,2.6,69478351132950666228,751500147,3,True
44781857,21.6,53895570409529366948,970142603,123,False
99932669,75.9,09447693043549938712,491904543,40,True
29782791,50.4,11483832736885113394,267309660,37,True
15712166,50.7,23940412708891775299,666200086,59,True
36787596,53.3,98576486314128884782,265651329,148,True
94099539,19.6,01247024016702448512,736328913,150,True
62927808,1.8,56074950335046346382,666207670,81,False
22832252,8.3,17682180885732069915,645993362,86,False
36405983,93.4,08988497566374218055,237728239,144,True
32287891,69.6,04363954148044469390,350529600,38,True
23735487,6.7,64646125277425617794,231775852,41,True
23808738,29.9,15860092371817211785,510607196,156,True
49646734,51.4,84911399971427772608,713366952,127,False
35643460,82.2,30015270513845726311,470755146,113,True
25301942,62.5,71717585479688338200,290848325,143,True
13250879,26.3,66813285268300907500,374638137,32,True
99349123,28.5,69289981979752493004,589024346,140,False
48200669,37.5,05377853071631190170,948581392,120,True
63480325,30.6,69439191119586528083,998474311,52,False
49015638,23.0,36119995999212845856,793418528,129,False
69047711,5.6,69991965001199734870,253657217,103,False
13159554,96.7,94112413719646124541,292414558,139,False
53987034,66.5,20881462718996464967,376481944,41,True
19979004,49.8,80603521519848549944,628948168,150,True
51996354,89.2,28647787520321845022,875917345,115,True
53507096,31.9,10386839824894337944,843320113,56,True
94225062,63.4,59238920871808129037,656766057,93,False
15014679,37.9,21716288984241820749,776009522,115,True
66659274,77.9,17747550555749234374,439967063,82,True
66252509,30.0,66843551910628176010,514523730,97,True
27059241,56.1,66659087816821140259,826479470,24,False
98547624,80.5,46489416465302725527,612770359,158,True
52883709,86.2,66455065769688218378,483927397,33,False
25493973,88.2,67194250537286453211,558569876,2,False
75592327,16.5,13613298166120158725,548178963,95,False
25756590,84.1,39655368969770895720,544784580,48,True
64134620,86.7,91977892248663289542,943825168,58,False
