curso_id,grado_id,profesor_dni,periodo_academico
7,6,54767512,2011
7,4,72579028,1991
8,0,24579954,1986
5,8,78208620,1973
1,7,72583819,2008
9,9,87987634,2002
7,0,98107085,1991
5,5,91745973,2015
9,0,47307830,1977
7,4,24551797,2005
3,7,86802602,1964
9,5,55698405,2007
5,6,96257879,1975
4,3,41229713,1972
10,1,62763656,2006
1,10,87661809,1988
2,5,48185141,1986
7,1,98238650,1964
7,1,26390621,1973
7,9,10726682,2017
7,8,39342740,1999
0,4,79906105,1997
4,6,67543548,1991
2,4,58826814,1999
7,7,26731249,1967
4,8,43827860,1994
4,0,60550788,1980
5,8,61097920,1970
5,7,68510617,2013
0,3,74224714,1988
2,10,78095572,1964
1,10,43610289,2004
1,6,78105908,1978
5,6,46227086,2007
4,3,13467885,1970
10,4,94156071,1984
10,5,38895544,1980
10,4,44442260,1969
0,2,59821296,1984
2,0,78717569,1989
4,8,17938775,2020
8,6,79734413,2012
4,9,25257649,2018
8,0,98113601,1976
9,4,37595995,2018
6,10,22046354,1996
3,9,62763656,2005
10,5,17488094,1963
5,8,25190576,1966
9,6,66331363,2021
2,5,14196585,2022
2,6,68593108,1994
4,7,78792358,1960
7,9,91978420,2005
5,6,33218114,2008
4,8,71002864,1984
8,6,29466034,1964
8,8,69648947,1971
1,2,82610610,1971
8,9,16548247,1993
10,8,23861643,1960
1,10,47248864,2000
2,4,31055624,2003
9,9,42048275,1983
0,4,61576521,1991
9,5,95332753,2010
8,2,87044332,2021
4,5,56147095,2001
8,1,42795191,2005
5,4,26269080,2004
8,6,24102846,1968
5,4,72902742,1984
9,7,92773287,2003
1,5,30782697,2003
6,7,39306799,2013
5,0,27250926,1986
7,6,79850360,2013
3,8,82659078,1983
10,10,91052936,2004
0,8,32384127,2024
3,6,62688707,1998
1,5,20298604,1973
6,5,89539328,1978
5,10,89911345,1970
7,9,39676090,1992
1,8,70439253,1973
2,2,80757917,1987
10,9,24802904,2004
1,3,20348543,2002
0,5,80287148,2020
10,8,62886001,2004
0,3,89990697,1995
10,9,14388024,1993
3,1,54783703,2016
8,8,40289821,1976
5,1,78394576,1989
1,9,40931888,2004
5,2,88373101,1980
9,9,97131304,2013
7,7,60781034,2015
3,7,61736908,2024
3,4,37252099,1971
1,8,78254361,1975
5,2,75040348,1985
8,3,78049748,1996
5,5,93880123,2001
3,0,16381615,1967
5,2,42993392,1966
6,5,73515466,2018
5,9,19658275,1999
2,4,13609876,1992
10,10,18089153,1963
9,9,94503138,1975
2,4,54909556,2003
5,5,26390621,1994
1,8,70632070,1966
0,2,63950228,1994
9,5,51660386,1991
4,3,92543970,2024
6,6,42115010,2003
9,1,49345646,2016
3,3,63415926,2003
5,8,56434841,2006
3,9,80768219,1967
2,4,79281544,1972
8,10,32216147,1986
8,10,34651027,2020
7,7,57908139,1985
10,9,94938143,2002
0,5,27585035,1997
3,3,13176148,1960
6,0,75144234,2002
7,1,23530168,1987
4,1,93411138,2006
5,10,21771390,1996
8,9,98764143,1968
4,5,90797234,1990
1,2,83072061,2006
3,9,42693752,2007
10,1,26949721,1988
10,10,74262113,2015
7,10,39965442,2009
8,9,17750972,1985
1,8,30175592,1994
2,9,32220548,1975
3,6,93379242,1979
4,3,69046165,1980
3,9,96021097,2015
0,1,14553315,2014
8,9,16634757,1966
4,0,87248172,2000
4,10,66224901,2023
9,5,88912990,1969
5,4,97417527,1963
8,2,23139431,1960
1,3,56719334,1973
3,1,32254899,1977
7,9,13367210,2023
6,9,37049904,1966
7,7,26390621,1977
7,1,69892822,2019
1,0,22579398,1973
9,6,95004086,1962
9,10,44361588,1974
2,7,22301519,2012
9,7,89487037,2023
6,5,73935024,2001
5,8,83655754,1966
2,1,42526492,2014
9,3,84872181,1963
7,9,69925350,1966
10,1,76932070,1973
1,0,27830299,2014
5,5,17148514,2004
3,5,42898690,2015
8,3,41739877,2007
8,5,27063658,2023
5,10,34629180,1961
6,5,96720038,1980
10,0,29764791,1962
6,0,12883178,2007
6,8,60695297,2016
6,6,94147073,2020
10,0,20600490,2020
9,2,10184660,1996
7,3,38643469,1973
4,10,64082185,1999
6,1,98021694,2024
10,4,71281708,1981
1,10,74267284,1970
6,7,46704957,1963
1,0,64043409,2005
9,8,81854469,2016
8,6,20314234,1992
5,1,32345535,2013
4,10,67967664,1985
4,3,70439253,1962
9,3,53782021,2023
0,4,70382298,2020
8,5,67238739,2017
4,8,36689109,1976
4,5,49842288,1968
6,8,55168714,2024
6,6,62987537,2018
7,6,91978420,1960
2,10,70910273,1984
8,7,36194399,1999
10,2,59955851,1979
10,1,75330474,1989
9,7,67626652,2001
5,1,51697130,1996
6,10,78850102,1968
7,1,11518158,2005
7,0,31135799,1967
5,6,84872181,2008
3,0,41769367,1984
8,2,57073376,2008
1,4,94022415,2008
3,4,34402070,1978
6,9,44907492,2002
1,10,67416679,1988
3,3,28243522,1974
8,2,48397117,1968
8,0,51503228,2019
0,0,46809304,2016
0,7,32938779,2007
8,3,82538302,1999
1,2,23557924,1997
8,7,51708196,2024
0,4,26767365,1999
1,1,25644174,1995
2,3,73323479,1981
8,6,63345522,1978
10,4,67334612,1985
5,0,44085621,1975
7,4,60075721,1992
6,1,70403512,1982
4,6,53591214,1998
3,6,78092728,1991
3,5,89896091,1961
2,4,93359669,2019
8,10,65877253,1975
9,7,42231858,2009
3,8,33470267,2019
7,7,80272181,2002
9,4,53591214,2008
0,9,38647034,1988
10,1,56547772,1967
3,9,22848922,1998
3,3,20078551,2006
10,0,63345522,1960
0,7,83446378,2017
5,2,82718414,1980
5,6,81193088,1968
4,10,79289692,2024
5,9,28575121,2022
5,5,94720293,1963
10,0,94635338,1985
8,0,11697719,1974
4,3,41541866,1999
6,8,87999372,2019
9,1,14976420,1994
2,5,67559130,2001
2,9,43737269,1967
9,8,61567639,1970
6,5,81804753,2006
2,3,74663067,1967
2,6,84872181,2024
0,4,34873975,2016
1,8,11490450,2019
9,1,67058122,2017
0,8,91487161,1987
7,9,54441348,1994
2,5,94156071,1974
2,0,99641478,2021
1,3,66255155,1992
5,7,24844139,2005
9,9,34883563,2023
0,3,52080845,1988
7,1,11473425,2024
5,5,10259987,1992
4,5,61281212,1981
7,4,29702775,1997
2,4,67329305,2012
7,1,10612025,2014
7,3,60990820,1963
7,9,50627100,1992
6,0,32220548,1985
4,3,30295593,2014
10,5,70662359,1976
8,8,90902513,1985
9,9,50427975,2009
6,8,26548306,1984
1,3,69968403,2018
6,5,63968294,1977
4,5,42302819,1987
3,0,72484632,1969
7,6,81736964,2012
3,2,86827887,2024
5,0,32379917,1976
2,7,90002293,1994
4,5,58884192,2024
8,8,96552641,1987
9,7,36541539,2011
8,9,22339826,1996
5,1,34621955,2015
9,3,85480627,2019
1,3,96024334,1964
6,5,96992344,1997
4,1,71281708,1966
2,2,94029581,1978
0,9,83539378,2023
5,9,34360633,1990
2,10,37761360,2006
8,2,10051086,2008
9,4,43719113,2001
4,6,99430308,1981
5,5,35228787,1984
10,5,41929203,2001
0,3,13992450,2000
9,0,37668219,1966
3,0,11847492,2010
4,9,31051195,2011
2,3,87520101,1987
0,8,88500894,2010
4,9,14650897,1968
5,6,24652776,2008
7,7,98018066,2018
7,5,68972626,2023
1,6,47270698,1963
4,9,40049027,1970
2,5,86871666,1983
2,8,79516000,2010
5,6,21957343,1976
10,4,78634776,2007
9,10,60061341,2024
7,6,31281787,2014
0,10,56038969,1998
1,10,17237325,1977
4,9,72339759,1994
4,8,11454460,2018
2,9,16548247,1961
2,2,72574497,2008
4,8,45892336,1966
1,8,17981098,1970
9,6,72012789,1979
2,8,48027159,1999
5,4,21491961,1991
1,5,18133310,1978
7,10,46322633,1987
1,5,33186348,1977
1,2,19779168,1974
1,8,55506202,1976
7,0,17155033,2001
10,7,65767020,2002
3,8,55577243,1998
4,10,71970900,1960
4,5,59696875,1984
2,9,21491961,2022
4,8,82125497,1971
1,10,38615282,2007
5,0,22005159,2010
9,8,44438553,1965
8,8,45505282,1996
6,4,48155449,1961
3,8,15232529,1965
5,10,77725670,1967
8,1,86431733,1974
6,6,58222907,1973
8,3,37557447,1992
9,4,95986570,2003
3,10,54134868,1994
6,7,39342740,1964
4,2,52044195,2021
8,8,54783898,2020
3,3,24579954,1978
8,6,49125060,1974
0,9,48926700,1982
6,3,58403545,1969
9,5,28897552,2011
8,5,19777178,1989
10,6,55543293,1996
1,0,26805055,2007
6,7,45888716,1970
2,8,24730556,1985
4,8,60950230,1987
9,0,78641465,2008
9,8,15325762,1999
1,10,13467885,1995
10,3,70383006,1978
5,8,37318185,1986
8,2,31158988,2021
5,2,42898690,2017
1,7,32602010,2002
2,3,55817536,2023
9,6,95379206,1977
7,5,59746139,1985
7,2,25919049,1972
3,5,95860734,2003
3,10,73135985,2001
4,6,71637412,1986
6,7,10563387,1990
3,2,42898690,2017
5,0,56899837,2023
3,9,57469561,2013
0,6,82926979,2023
3,5,59782840,2012
5,4,60238939,1969
4,1,66853221,1964
9,2,32660393,1988
4,8,40231010,1980
1,3,18538534,1969
4,6,35988643,1981
4,0,67382358,2000
4,10,21936189,1970
7,0,94035027,1973
1,10,22002228,1963
5,3,33178751,2000
1,8,81605831,1965
10,3,26548306,2023
2,6,40135665,1984
3,10,90964652,1968
7,6,49122916,2005
4,1,61981039,1974
5,6,35101275,1988
0,1,71252897,1973
2,4,47092232,1992
1,7,13272953,2002
9,3,87879342,2008
3,5,45193328,2001
7,5,43500817,2003
2,1,71152670,1989
7,10,14615139,1997
4,0,15835695,2007
8,8,49790161,1969
0,5,35070985,1981
4,0,42201401,1993
1,5,78726033,2024
8,8,71586594,1980
5,4,41765966,2003
7,0,16279527,1999
7,2,94055959,2015
2,8,20030242,1977
7,2,46363930,2005
3,8,56580555,2001
3,0,89481886,1979
5,10,47149760,1975
0,7,13374789,1985
9,4,79042944,2009
6,10,74795920,2008
3,1,64491880,2015
0,8,14058946,2023
3,9,33178751,2010
0,2,48069580,2022
2,0,29179832,1995
1,8,72757740,2022
7,4,89483087,2007
2,3,35588781,1990
1,3,29627323,1970
1,4,29839052,1978
4,7,59696875,2019
6,0,28672278,1961
1,3,33178751,2010
10,9,22216449,2018
9,8,51503228,1999
5,8,37783951,1986
2,5,16403788,1988
6,0,73936731,1975
7,10,58113583,1991
3,0,72154077,2014
0,6,73896495,1967
4,0,75454006,1960
5,2,16815718,1985
1,0,66604226,2022
5,0,15614878,1960
2,10,18616665,1964
10,6,78086750,1960
7,3,29916980,2017
5,0,75875979,1969
2,6,89448602,1973
9,1,27407274,2017
6,3,67551801,1979
9,3,58098473,2006
9,2,16548247,2019
10,10,62757076,1977
8,5,95528476,1979
3,1,18510437,1975
4,0,77981076,2022
3,1,85102014,1993
7,3,61736908,1988
0,8,43802467,2016
8,5,35787088,1993
10,5,13292410,2005
3,7,57731079,2012
4,1,36871417,1990
2,6,60493643,2014
4,8,87805819,1998
5,3,83232781,1995
6,7,95332753,1964
4,10,42743662,1990
5,3,80770725,2010
9,5,71950234,1961
9,5,67521317,1961
8,10,46842929,1980
4,2,87262605,1977
1,7,23247025,2009
4,7,26295229,1969
0,10,98756236,1972
2,3,26240796,2021
2,2,42232982,1983
8,10,58061390,1984
8,3,87973725,1979
4,10,57978112,2012
0,1,10325885,1979
1,2,80934294,1994
5,7,43601563,2017
8,2,97148288,1990
1,3,59217021,1987
10,6,43161995,1961
1,2,65606364,1993
2,6,80594546,1960
0,0,48027159,1962
10,2,31404506,1970
1,8,75144234,2012
5,0,51417673,1966
5,5,49917625,1962
4,7,95616633,1970
0,8,78669216,2017
4,4,88629619,1969
3,6,69414809,2017
1,2,66144972,2010
7,0,56983291,2020
5,6,19948548,2000
10,5,34159345,1986
1,4,10331549,1986
3,0,59228389,2022
3,2,57270393,1983
3,6,85341275,2010
5,10,55891720,2016
5,1,30156253,1992
10,5,67291648,2008
2,6,43156495,1988
5,5,59723806,2021
4,2,54767512,2009
9,6,88379906,1990
9,9,24029556,1968
3,0,45288176,1975
6,2,84424870,1981
10,10,22748835,1979
7,2,25211433,1991
1,3,68330565,2014
3,7,47241612,1977
2,7,43133440,2000
5,0,44683779,1985
7,0,39090241,2009
8,6,56853163,2000
8,8,73490387,2010
10,4,31662958,1980
9,0,78975279,1964
8,1,87112581,1988
1,0,70283399,1991
5,8,51079327,2007
9,2,14949369,2012
9,5,68694799,1983
0,6,89962118,1969
2,7,49842288,2022
2,10,29578991,1995
10,1,64746067,1970
3,2,43449969,1986
8,8,62509934,1984
10,8,47509127,1991
1,6,25556125,1990
8,7,74941027,2017
5,8,61576521,1970
9,4,51472474,1967
4,4,43685043,1976
6,5,27270150,2009
2,0,14953305,1995
6,2,87912400,1993
0,4,22350585,2003
8,5,11413824,2009
7,4,36915666,1979
5,8,59084285,2007
6,1,51630583,1960
8,4,43176070,2002
4,6,24283878,2019
0,7,22301519,1994
7,3,29251181,1978
2,9,57260827,1975
9,5,80545865,2014
1,5,23496918,1963
7,1,88344467,1997
8,8,86111885,2006
4,4,30295593,1982
1,6,57024618,2019
7,2,36377923,1962
0,9,97060941,1999
2,4,51079327,1984
5,3,37402030,2015
9,0,82488694,1994
5,1,58826814,2004
5,7,81286372,2020
3,8,64976763,1981
7,7,70180579,1960
2,4,89241229,1981
6,2,87999372,2012
8,8,21426724,2022
3,4,42941636,2001
0,0,14864918,2008
3,4,30877464,2001
6,4,78347869,1970
8,0,59521735,1995
8,9,86027191,2021
6,1,14864918,1961
2,7,33505559,1979
8,7,17691801,2011
8,6,97765349,1968
10,8,46704957,2022
2,7,98871715,1968
7,10,33996030,2009
1,3,44047195,2009
0,2,80091524,1970
0,10,24546653,2021
6,8,75967566,1994
1,5,52599937,2012
6,1,42131453,1995
6,9,42302819,2006
0,6,90797234,1970
4,2,11364408,1973
10,9,94258050,2004
6,10,78792358,1978
0,3,72576667,2022
5,0,53734138,1970
1,5,14953305,2006
1,1,78254361,2006
9,9,42526492,2018
9,0,65014140,2002
8,9,90707322,2011
4,3,76947117,1993
9,5,25644174,2009
8,10,52938252,1978
9,1,78804533,1987
4,5,56851114,1994
6,6,96874430,1994
8,0,50599311,1985
3,2,57980834,1967
2,7,57659433,2024
5,9,87526660,1998
5,2,99421352,1991
5,5,57805698,1965
2,5,79591978,2004
0,1,39279722,1970
8,8,79427500,1998
9,8,78556282,1995
5,10,34504503,2015
0,4,44752553,1971
3,9,44921782,2021
4,1,20635337,1960
5,0,28551698,2007
3,4,38111980,2008
6,10,92125960,2000
10,9,43886204,1967
10,2,15027303,2015
4,8,45850766,1965
0,7,59460257,1970
7,5,45900983,1982
10,7,42387990,1969
1,8,18636574,1967
4,7,60700613,1997
0,0,99812848,1964
7,0,14480650,2008
3,2,33098394,1976
1,5,23697525,1997
4,3,91182139,1999
9,7,21642635,1990
0,1,32890876,2024
0,7,45791552,1979
5,9,77885395,1981
3,5,74224714,2007
3,5,49096381,2022
3,0,82710968,2011
6,4,27830299,1999
1,7,55382242,1973
9,3,79846906,1972
4,1,12677776,1977
10,1,12256728,2018
8,6,52967550,2011
1,6,70852691,1986
10,0,52611803,1965
4,8,55987342,1997
10,5,20913490,1985
2,0,34052630,1979
4,4,35697510,1986
1,0,71149963,2019
1,1,56853163,2010
2,9,82067499,2011
0,0,61327717,2003
7,10,67329305,2009
8,4,99830330,1982
9,7,76429192,1966
5,6,98710010,1970
10,0,97517948,1968
7,0,95460527,2024
3,1,60101483,1993
0,0,91679488,1982
8,3,47810605,1997
8,6,26360486,1989
6,3,88437587,1971
10,7,62283308,1972
5,3,63473060,1981
0,4,43794324,1963
2,4,74262113,2021
0,3,93853307,1989
3,7,52870230,1974
10,6,20642328,2016
2,9,22284511,1970
1,3,54658095,2000
0,1,45791552,2016
9,8,58526060,1992
2,3,49495419,2017
3,4,29506833,1979
6,5,93891566,2002
4,6,53802149,1993
9,0,65767020,2020
10,7,17488094,2017
2,7,42809030,1986
0,2,91533633,2019
5,4,56719334,2009
4,10,85658093,1964
1,10,22005159,1960
2,2,36377923,1963
3,5,95332753,2008
1,0,90751046,1978
2,6,42527593,2009
10,0,59912068,2014
9,2,36141571,2022
3,4,69003028,1989
1,0,24859882,1969
2,10,25072567,1989
1,1,56217110,1993
8,8,94586602,2024
3,3,43600691,2003
7,10,51382527,2008
1,1,76838754,1965
8,3,71075993,2003
9,4,26404820,2004
9,2,57528395,1970
3,9,15810149,1972
6,3,19481908,1964
10,3,41075045,1961
4,3,78786466,1980
0,3,85215642,2010
0,10,16675915,1996
8,3,27217361,1973
10,6,24570731,1999
9,6,49873435,2012
8,0,53721132,1968
0,3,60058142,1995
1,9,63362882,1983
1,5,85493647,1968
6,1,63834285,1991
1,4,77981076,1970
10,8,55336824,1974
9,7,50543703,1991
3,0,98000836,2005
5,1,10984336,1989
9,2,38107849,1963
8,4,50635246,2014
3,2,35528399,2008
0,4,28269450,2024
6,1,58526060,2004
1,6,96235064,2014
0,7,74129977,2017
1,9,62528931,1982
8,2,92032617,1993
3,4,15182560,1961
8,10,30427031,1976
0,9,80649225,2006
8,5,55527858,1976
3,5,83521042,1982
7,2,22350585,2010
6,8,79057642,2010
3,10,54099642,1991
3,9,75327502,1998
8,7,15010094,1964
10,1,46704957,1966
7,5,96427348,1983
4,7,48986980,1999
0,4,78848538,1965
6,2,55287781,1976
5,8,15184985,2014
2,7,30068486,1961
4,2,56495152,2011
4,4,44967911,1997
9,7,53640813,1992
10,10,23530168,1961
7,9,81736964,2002
3,0,88754741,1964
0,10,38957942,1981
3,0,96115297,1988
10,7,10612025,1987
7,8,89622585,2001
8,2,67539951,1961
3,8,46619105,1988
6,8,11509918,1970
4,2,64198802,1981
6,2,34392426,1989
0,6,48506976,1964
7,5,43601563,1990
8,7,35784153,2000
9,3,47691404,1983
10,10,32220548,1972
4,0,35697510,1984
3,2,17827558,1961
10,6,81402083,2006
8,4,28817508,1985
9,0,97915056,2021
3,1,81742781,1995
8,8,46842929,1978
3,3,72594791,1962
8,8,19280183,2007
5,2,47935727,1978
2,7,17101374,2010
8,7,68372214,1962
3,9,39090241,1998
1,7,15125359,2021
3,9,30593169,2007
0,8,38599598,1994
10,10,65692382,1973
6,3,30299751,2003
3,4,73559884,1960
2,5,15138948,1994
1,4,46762529,1982
3,9,70816407,2007
9,0,31374363,1987
2,4,68593108,1972
6,4,24612847,1964
4,8,32934010,2009
10,8,21174214,1983
6,1,86102905,1961
10,7,78084754,2006
7,8,38299218,1973
3,1,54227574,2018
4,5,10022575,2022
0,9,57606096,1962
7,9,77981076,2007
9,10,57202917,2005
9,10,64954349,1996
5,8,83520283,2015
2,1,71075993,1981
0,9,72902609,1962
10,10,88097323,2005
7,10,83175736,2024
2,3,86433906,1960
0,9,87165437,2001
4,5,31540042,1974
6,2,89542076,1986
1,0,35126531,2001
3,1,72588148,2020
6,4,31935947,2003
4,10,88321919,1977
0,10,95480891,1979
0,2,18276595,1960
2,2,65811120,2013
7,6,63834285,1975
5,3,64828893,2009
3,10,11524356,1991
0,1,44701984,1982
3,9,33541222,1970
8,10,10259987,1986
7,0,73120965,1996
3,2,93917032,1979
1,0,15614878,2020
5,0,88912990,1977
7,9,33321830,2010
9,3,83539378,1986
5,10,18725086,1986
1,8,48066278,1999
6,9,17872667,2001
4,5,54752327,2001
0,5,45133982,1960
5,5,74793597,2012
3,8,93373134,1974
3,7,18539905,2018
7,2,86559300,2015
0,5,79850360,2011
7,2,91717575,2008
3,9,58658147,2002
8,4,85779362,2007
1,4,87112581,1963
6,10,90450809,2005
4,7,15777327,1978
5,3,43570510,1987
3,4,97468827,2022
6,1,25028579,1997
7,7,57247131,1991
2,2,71149963,1976
1,1,38834579,1966
6,3,86546272,1995
2,4,33470267,1989
4,3,21760118,1989
5,7,84149438,2017
7,5,44275789,2007
1,9,49096381,1999
10,0,74001618,2017
2,7,71970900,2019
3,4,44493238,2013
3,1,58219048,1983
4,10,25738395,1996
9,7,26168833,1970
4,0,54783703,1962
1,5,92697296,1972
1,0,13049031,2021
0,1,72588148,2008
5,2,30032059,2002
2,0,18725086,1992
3,4,29649003,1995
8,1,55427252,1971
0,6,44671929,1987
5,9,60988845,2011
5,7,95055626,1980
4,3,82368926,1985
10,6,59818254,1979
2,6,86833650,1969
10,2,47082336,2012
10,2,32363691,1971
6,9,74970413,1995
2,10,59522809,2021
10,5,98009455,1985
7,2,93637241,2014
9,7,79967373,2020
8,5,29179832,1977
1,5,19114458,1966
2,9,58392446,1985
6,3,90828250,2013
10,9,13757959,1965
1,7,92923411,1998
6,7,98755706,1970
1,3,73658613,1983
8,6,50231847,2006
1,5,92146479,1981
8,10,75769340,2004
3,5,23749758,2008
6,7,68495134,1975
1,8,15010094,2021
3,3,84848860,2016
1,4,92923411,2005
5,5,95298324,1995
5,10,84424870,1989
8,5,55307711,1979
1,10,45877160,1994
6,9,64980504,1968
3,6,85658093,1989
1,3,68003155,1986
2,0,22861347,1976
10,4,97915056,1962
7,6,27900127,1996
7,8,44506477,1970
8,3,92138964,1986
10,6,92495622,1981
6,3,62657803,1978
4,8,91476273,1974
9,9,51694481,1981
6,0,49140849,2022
7,0,40543346,1976
0,2,55315600,1960
10,9,13674637,1981
10,7,40338616,1961
2,9,77716704,2014
1,3,49562156,1974
4,1,49870663,1982
5,9,96238859,2012
9,7,80081449,2012
2,8,10707696,2008
5,2,49495419,1967
0,7,15282758,1978
5,6,15893231,1966
3,5,30090044,1992
8,4,89595074,2008
5,4,62807646,2019
2,4,69892822,1984
10,3,91533633,1976
2,5,31162867,1973
4,0,73323479,2011
3,3,58152792,2004
8,7,10002845,1989
9,2,15456375,1979
3,8,53880743,1996
4,5,92466574,1983
1,7,51956057,1992
5,8,24592537,1979
6,10,98523020,1982
8,5,84562873,1997
5,5,25382148,1976
2,7,67105338,1963
6,9,80391325,2010
8,0,86790585,2009
2,8,77584573,1994
4,4,65014140,2004
3,7,47179371,2015
2,5,31961616,1987
2,6,45980253,2011
0,3,53197635,1965
6,9,80309662,1992
4,4,14566646,1968
0,10,35678916,1999
2,6,14615139,2005
4,3,62999392,2001
6,1,77614570,2021
9,4,90653939,1986
7,2,19733525,1995
1,7,59084285,2002
5,5,14123965,1997
3,8,45989749,1999
6,9,26295229,1968
5,8,40679480,2004
2,2,79917854,1963
9,7,48018572,2017
4,7,78115155,1981
10,10,84759037,1995
9,8,17094073,1962
4,8,40801966,1982
4,0,22911659,2007
6,3,40672855,2022
3,1,96260621,1968
0,0,39953669,2017
8,2,46806432,1972
4,10,17539640,1987
2,6,94022415,2013
10,6,64642478,1983
7,0,35669456,1962
4,3,23390733,2020
5,8,66253061,2022
8,2,35592794,1973
1,7,38105752,1982
8,6,51894994,1994
4,8,65664270,2012
7,10,22402475,2001
1,0,40650783,1961
3,4,73183487,2009
8,9,56851114,1968
7,5,23107770,1970
1,1,27165312,1969
1,4,79191737,1997
1,4,94762250,2003
4,4,14898220,1983
5,1,92416939,1965
0,8,26168833,2020
1,0,92032617,1964
8,1,24757804,2022
5,1,81111994,1975
2,8,81007439,1980
4,4,43360073,1964
7,9,49347247,2018
1,1,91052936,1968
3,5,74619081,2021
5,9,37049904,1987
9,3,62249668,1992
5,10,53682003,1969
6,0,65855601,1986
6,4,29480479,1988
2,2,60410659,2000
6,3,49096381,1991
9,8,64516120,1976
10,4,52811050,2016
9,4,11509918,2001
7,4,37491117,1974
2,6,28556040,2000
8,3,93346090,2011
1,0,21417882,1960
9,8,29722129,1970
0,3,61649249,1962
5,4,62145877,1972
9,4,13413528,1987
8,8,63150311,1995
1,0,15917145,2012
8,5,82531298,1997
9,1,94835761,2017
5,8,49640568,1982
1,8,41699255,1997
9,7,59512730,1967
3,7,23625845,1995
5,4,62076291,1963
9,5,97701014,2005
6,5,94713118,1997
3,4,15139863,2005
5,8,31051195,1998
7,10,95004086,1994
9,4,93458107,2000
7,3,91286123,2014
8,5,16083790,2022
2,6,29506833,2014
9,6,13403175,1997
9,5,41392221,1970
10,10,42743662,1996
8,0,96208002,2024
1,6,61393504,2004
0,6,30794924,1974
6,9,77716704,1966
7,8,39138066,1988
7,8,92221507,1967
